Gen	lnL	lnP	TL	Insertion	Deletion	R[1-1]	R[1-2]	R[1-3]	R[1-4]	R[1-5]	R[1-6]	R[1-7]	R[1-8]	R[1-9]	R[1-10]	R[1-11]	R[1-12]	R[1-13]	R[2-2]	R[2-3]	R[2-4]	R[2-5]	R[2-6]	R[2-7]	R[2-8]	R[2-9]	R[2-10]	R[2-11]	R[2-12]	R[2-13]	R[3-3]	R[3-4]	R[3-5]	R[3-6]	R[3-7]	R[3-8]	R[3-9]	R[3-10]	R[3-11]	R[3-12]	R[3-13]	R[4-4]	R[4-5]	R[4-6]	R[4-7]	R[4-8]	R[4-9]	R[4-10]	R[4-11]	R[4-12]	R[4-13]	R[5-5]	R[5-6]	R[5-7]	R[5-8]	R[5-9]	R[5-10]	R[5-11]	R[5-12]	R[5-13]	R[6-6]	R[6-7]	R[6-8]	R[6-9]	R[6-10]	R[6-11]	R[6-12]	R[6-13]	R[7-7]	R[7-8]	R[7-9]	R[7-10]	R[7-11]	R[7-12]	R[7-13]	R[8-9]	R[8-10]	R[8-11]	R[8-12]	R[8-13]	R[9-9]	R[9-10]	R[9-11]	R[9-12]	R[9-13]	R[10-10]	R[10-11]	R[10-12]	R[10-13]	R[11-12]	R[11-13]	R[12-12]	R[12-13]	R[13-13]	F[0]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	F[45]	F[46]	F[47]	F[48]	F[49]	F[50]	F[51]	F[52]	F[53]	F[54]	F[55]	F[56]	F[57]	F[58]	F[59]	F[60]	F[61]	F[62]	F[63]	F[64]	F[65]	F[66]	F[67]	F[68]	F[69]	F[70]	F[71]	F[72]	F[73]	F[74]	F[75]	F[76]	F[77]	F[78]	F[79]	F[80]	F[81]	F[82]	F[83]	F[84]	
6400	-29521.4	-390.175	5.4723	0.125617	0.150351	0.00321783	0.000312549	0.000113839	0.000312009	0.000408922	0.00390758	0.000321822	0.000370788	0.000313396	0.00037581	0.000380648	0.000309444	0.000705535	0.00205135	0.000470828	0.00466792	0.000905582	0.000505137	0.0181591	0.0437646	0.000908422	0.00069591	0.00197248	0.00283943	0.000820851	0.00519766	0.000480503	0.000466944	0.000571353	0.000705782	0.00057598	0.000918649	0.000826206	0.000735395	0.001	0.000914348	0.00799813	0.000914343	0.000901277	0.00251062	0.0265956	0.00107448	0.000959018	0.000893647	0.00667709	0.000536097	0.0380198	0.000484914	0.0177475	0.000705535	0.00070233	0.00089465	0.0017877	0.0029462	0.00185362	0.00242459	0.000689306	0.000494638	0.000958832	0.000941807	0.000945813	0.000893666	0.000945762	0.0599704	0.0306589	0.000832237	0.00222569	0.000958785	0.00244899	0.013098	0.000959517	0.000958978	0.00786216	0.0180166	0.00724959	0.0435607	0.00173959	0.0265474	0.037491	0.117744	0.0231185	0.00069592	0.14104	0.145479	0.041744	0.0326932	0.00667311	0.0095643	0.0029675	0.0036808	0.00827225	0.052552	0.0520961	0.0394761	0.0646385	0.0877526	0.0177035	0.0147866	0.0129129	0.042183	0.00267557	0.026636	0.0318774	0.0204415	0.0470945	0.0108826	0.00336266	0.00839609	0.0520938	0.0198583	0.000997553	0.027092	0.00881546	0.0172491	0.0253033	0.00214613	0.00173913	0.0084692	0.0057666	0.00100389	0.0331523	0.0113205	0.0121607	0.00659672	0.0222337	0.00501256	0.0243597	0.00220977	0.0201008	0.00100569	0.000998501	0.0016658	0.0192342	0.00228996	0.00327087	0.001	0.0116365	0.000999714	0.00900539	0.001	0.00099715	0.00328911	0.00566647	0.00346231	0.000999708	0.00627774	0.000996106	0.00097758	0.0121663	0.000999116	0.0098438	0.000998605	0.00311161	0.000997138	0.000999135	0.00711961	0.0117941	0.000996097	0.00100568	0.000999125	0.000998673	0.000997126	0.00472577	0.001	0.00239164	0.00100561	0.000997157	0.000996074	0.000996187	0.000996166	0.00100133	0.001	0.00099013	0.000999123	
6500	-29523.8	-390.933	5.49419	0.125617	0.150351	0.00315572	0.000306517	0.000111642	0.000305987	0.00040103	0.00383217	0.000315611	0.000363632	0.000307347	0.000368557	0.000373301	0.000303472	0.000691918	0.00201175	0.000461741	0.0234904	0.000888104	0.000495388	0.0178086	0.0429199	0.00089089	0.000682479	0.00193441	0.00278463	0.000805008	0.00509735	0.00047123	0.000457932	0.000560326	0.00069216	0.000564863	0.000900919	0.000994158	0.000721201	0.0009807	0.000896701	0.00784376	0.000896696	0.000883882	0.00330335	0.0260823	0.00105374	0.000940509	0.000876399	0.00654822	0.00052575	0.037286	0.000475555	0.017405	0.000691918	0.000688775	0.000877383	0.0017532	0.00288934	0.00181784	0.00237779	0.000676002	0.000485092	0.000940326	0.00092363	0.000927559	0.00100466	0.000927508	0.0826494	0.0300672	0.001	0.00218273	0.000940281	0.00240173	0.0128452	0.000940998	0.000940469	0.00771042	0.00613791	0.00710967	0.04272	0.00170602	0.026035	0.0367674	0.115471	0.00970321	0.000682488	0.138318	0.142672	0.0409383	0.0320622	0.00654432	0.00937971	0.00262445	0.0036602	0.00822596	0.0522579	0.0518046	0.0392552	0.0642768	0.0872616	0.0176045	0.0147039	0.0128407	0.0419469	0.0026606	0.026487	0.031699	0.0203271	0.046831	0.0108217	0.00334384	0.00834911	0.0518023	0.0197471	0.000991971	0.0269404	0.00876613	0.0171526	0.0251617	0.00213412	0.0017294	0.00842181	0.00573433	0.00099827	0.0329668	0.0168487	0.0120927	0.00655981	0.0221093	0.00498451	0.0242234	0.0021974	0.0199883	0.00100006	0.000992914	0.00165648	0.0191266	0.00227714	0.00325257	0.000994408	0.0115714	0.000994409	0.008955	0.000994407	0.00099157	0.0032707	0.00563476	0.00344294	0.000994114	0.00624261	0.000994408	0.00097211	0.0120982	0.000993526	0.00978872	0.000993017	0.0030942	0.000991558	0.000993544	0.00707978	0.0117281	0.000990523	0.00100005	0.000993534	0.000993085	0.000991547	0.00469933	0.000994409	0.00237826	0.000999987	0.000991577	0.0009905	0.000990612	0.000990592	0.000995725	0.000994404	0.00098459	0.000993532	
6600	-29525.4	-392.124	5.59523	0.125617	0.150351	0.00315486	0.000306433	0.000111612	0.000305903	0.00040092	0.00383111	0.000315524	0.000363532	0.000307263	0.000368456	0.000373199	0.000303389	0.000691728	0.0020112	0.000461614	0.023484	0.00088786	0.000495252	0.0178037	0.0429081	0.000890645	0.000682291	0.00193388	0.00278387	0.000804787	0.00509595	0.0004711	0.000457806	0.000560172	0.00069197	0.000564708	0.000900671	0.000993885	0.000721003	0.000999877	0.000896454	0.00784161	0.00089645	0.000883639	0.00330244	0.0260751	0.00105345	0.00094025	0.000876158	0.00654642	0.000525605	0.0372757	0.000475425	0.0174002	0.000691728	0.000688586	0.001	0.00175271	0.00288854	0.00181734	0.00237714	0.000675816	0.000484958	0.000940068	0.000923376	0.000999798	0.00100439	0.000927254	0.0826267	0.0300589	0.000999725	0.00218213	0.000999858	0.00240107	0.0128417	0.00094074	0.000940211	0.0077083	0.00613622	0.00710772	0.0427083	0.00170555	0.0260279	0.0367573	0.11544	0.00970055	0.000682301	0.13828	0.142632	0.040927	0.0320534	0.00654252	0.00937713	0.00262373	0.00368457	0.00828072	0.0526058	0.0521494	0.0395165	0.0647047	0.0878425	0.0177216	0.0148017	0.0129262	0.0422261	0.00100269	0.0266633	0.0319101	0.0204624	0.0471427	0.0108938	0.0033661	0.00840469	0.0521471	0.0198786	0.000998574	0.0271197	0.00882449	0.0172668	0.0253292	0.00214833	0.00174091	0.00847787	0.00577251	0.00100269	0.0331862	0.0169608	0.0121732	0.00660348	0.0222565	0.0050177	0.0243847	0.00221203	0.0174392	0.001	0.000999523	0.00166751	0.0192539	0.0022923	0.00327422	0.00100103	0.0116484	0.00100103	0.00901461	0.00100103	0.000998171	0.00329248	0.00338255	0.00346586	0.00100073	0.00628417	0.00100269	0.000978581	0.0121788	0.00100014	0.00985388	0.000999627	0.0031148	0.000998159	0.00100016	0.0071269	0.0118062	0.000997117	0.00100671	0.00100015	0.000999696	0.000998147	0.00473061	0.00100103	0.00239409	0.00100269	0.000998178	0.000997094	0.000997207	0.00100001	0.00100235	0.00100001	0.000991144	0.00100015	
6700	-29511.3	-390.729	5.50966	0.125617	0.150351	0.00304956	0.000296206	0.000107887	0.000295694	0.000387539	0.00370325	0.000304993	0.000351399	0.000297008	0.000356159	0.000360744	0.000293263	0.000965838	0.00194408	0.000446208	0.0227002	0.000858228	0.000478723	0.0172095	0.0414761	0.00086092	0.00065952	0.00186934	0.00269096	0.000777928	0.00492587	0.000455378	0.000442527	0.000541476	0.000668876	0.000545861	0.000870612	0.000960715	0.00069694	0.000966507	0.000866536	0.0075799	0.000866531	0.00096554	0.00319222	0.0252049	0.000965429	0.00090887	0.000846917	0.00632794	0.000508064	0.0360317	0.000459558	0.0168195	0.000966135	0.000665605	0.000966626	0.00169422	0.00279214	0.00175669	0.00229781	0.000653261	0.000468773	0.000908694	0.000892559	0.00096643	0.000970868	0.000896307	0.0798691	0.0290557	0.00096636	0.000965482	0.000966488	0.00232093	0.0124131	0.000909343	0.000908832	0.00745104	0.00399702	0.00687051	0.0412829	0.00164863	0.0251592	0.0355306	0.111587	0.0093768	0.000659529	0.133665	0.137872	0.0753605	0.0309837	0.00632417	0.00906418	0.00253616	0.00372984	0.00838246	0.0532521	0.0527902	0.040002	0.0654997	0.0889218	0.0179394	0.0149836	0.013085	0.042745	0.00101501	0.0269909	0.0323021	0.0207139	0.0477219	0.0110276	0.00340746	0.00850795	0.0527879	0.0201228	0.00101084	0.027453	0.00893291	0.0107254	0.0256404	0.00217473	0.0017623	0.00858204	0.00584343	0.00101501	0.0280645	0.0171692	0.0123227	0.00668461	0.0225299	0.00507935	0.0246843	0.00223921	0.0176535	0.00101229	0.0010118	0.001688	0.0194905	0.00232047	0.00331445	0.00101333	0.0117915	0.00101333	0.00912537	0.00101333	0.00101044	0.00333293	0.00342411	0.00350844	0.00101303	0.00636138	0.00101501	0.000990605	0.0123284	0.00101243	0.00997495	0.00101191	0.00315307	0.00100675	0.00101245	0.00721447	0.0119512	0.00100937	0.00101908	0.00101244	0.00101198	0.00101041	0.00478874	0.00101333	0.00242351	0.00101501	0.00101044	0.00100934	0.00100946	0.00101229	0.00101467	0.00101229	0.00100332	0.00101243	
6800	-29511.4	-390.908	5.50966	0.125617	0.150351	0.00304861	0.000296113	0.000107853	0.000295601	0.000387418	0.00370209	0.000304898	0.000351289	0.000296915	0.000356047	0.000360631	0.000293171	0.001	0.00194347	0.000446068	0.0226931	0.000857959	0.000478573	0.0172041	0.0414631	0.00086065	0.000659314	0.00186875	0.00269011	0.000777684	0.00492433	0.000455235	0.000442389	0.000541307	0.000668667	0.00054569	0.000870339	0.000960414	0.000696722	0.000966204	0.000866264	0.00757752	0.00086626	0.000965238	0.00319122	0.025197	0.000999966	0.000908585	0.000999931	0.00632595	0.000507905	0.0360204	0.000459414	0.0168142	0.000965832	0.000665396	0.000966323	0.00169369	0.00279126	0.00175614	0.00229709	0.000653056	0.000468626	0.000908409	0.00089228	0.000966127	0.000970563	0.000896026	0.079844	0.0290466	0.000966057	0.000965179	0.000966185	0.00232021	0.0124092	0.000999777	0.000908547	0.0074487	0.00399577	0.00686835	0.04127	0.00164811	0.0251513	0.0355194	0.111552	0.00937386	0.000659323	0.133623	0.137829	0.0753369	0.030974	0.00632219	0.00906134	0.00253537	0.00373	0.00838282	0.0532544	0.0527925	0.0400037	0.0655025	0.0889256	0.0179402	0.0149842	0.0130855	0.0427468	0.00101506	0.026992	0.0323035	0.0207147	0.047724	0.0110281	0.0034076	0.00850832	0.0527901	0.0201237	0.00101089	0.0274541	0.0089333	0.0107259	0.0256415	0.00217482	0.00176238	0.00858241	0.00584368	0.00101505	0.0280657	0.01717	0.0123233	0.0066849	0.0225309	0.00507957	0.0246854	0.00223931	0.0176542	0.00101233	0.00101185	0.00168807	0.0194913	0.00232057	0.0033146	0.00101337	0.011792	0.00101337	0.00912577	0.00101337	0.00101048	0.00333307	0.00342425	0.00350859	0.00101307	0.00636165	0.001	0.00100005	0.0123289	0.00101247	0.00997538	0.00101195	0.00315321	0.0010068	0.00101249	0.00721478	0.0119518	0.00100941	0.00101912	0.00101248	0.00101202	0.00101045	0.00478894	0.00101337	0.00242361	0.00101505	0.00101049	0.00100939	0.00100002	0.00100003	0.00101471	0.00100004	0.00100002	0.00101248	
6900	-29525.3	-390.73	5.45583	0.125617	0.150351	0.00304739	0.000295995	0.00010781	0.000295483	0.000387263	0.00370062	0.000304776	0.000351149	0.000296797	0.000355905	0.000360487	0.000293054	0.000999601	0.00194269	0.00044589	0.0226841	0.000857617	0.000478382	0.0171972	0.0414465	0.000860307	0.000659051	0.00186801	0.00268904	0.000777374	0.00492236	0.000455053	0.000442212	0.000541091	0.0006684	0.000545472	0.000869992	0.000999745	0.000696444	0.000965818	0.001	0.0075745	0.000865914	0.000964853	0.00318995	0.0251869	0.000999566	0.000999836	0.000999532	0.00632343	0.000507702	0.036006	0.000459231	0.0168075	0.000965447	0.000665131	0.000965937	0.00169301	0.00279015	0.00175544	0.00229617	0.000652796	0.000468439	0.000908047	0.000891924	0.000965742	0.000999866	0.000999705	0.0798122	0.029035	0.000965672	0.000964794	0.0009658	0.00231928	0.0124042	0.000999378	0.000908185	0.00744573	0.00399417	0.00686561	0.0412535	0.00164745	0.0251413	0.0355053	0.111508	0.00937012	0.00065906	0.13357	0.137774	0.0753068	0.0309616	0.00631967	0.00905772	0.00253436	0.00373012	0.0083831	0.0532562	0.0527942	0.0400051	0.0655047	0.0889285	0.0179408	0.0149847	0.013086	0.0427482	0.00101509	0.0269929	0.0323046	0.0207154	0.0477256	0.0110285	0.00340772	0.0085086	0.0527919	0.0201244	0.00100001	0.027455	0.00893359	0.0107263	0.0256423	0.00217489	0.00176244	0.00858269	0.00584388	0.00100002	0.0280666	0.0171705	0.0123237	0.00668512	0.0225316	0.00507973	0.0246862	0.00223938	0.0176548	0.00101236	0.00101188	0.00168813	0.019492	0.00232064	0.0033147	0.0010134	0.0117924	0.0010134	0.00912607	0.0010134	0.00101051	0.00333318	0.00342437	0.00350871	0.0010131	0.00636186	0.00100003	0.00100009	0.0123293	0.0010125	0.00997571	0.00101199	0.00315331	0.001	0.00101252	0.00721502	0.0119522	0.00100945	0.00101916	0.00101251	0.00101206	0.00101049	0.0047891	0.0010134	0.00242369	0.00101508	0.00101052	0.00100942	0.00100005	0.00100001	0.00101475	0.00100007	0.00100006	0.00101251	
7000	-29528.5	-392.752	5.86682	0.11448	0.137021	0.00303808	0.000295091	0.00010748	0.00029458	0.00038608	0.00368931	0.000303845	0.000350076	0.00029589	0.000354818	0.000359385	0.000292159	0.00100094	0.001	0.000444528	0.0226148	0.000854997	0.000476921	0.0171447	0.0413199	0.000857678	0.000995575	0.0018623	0.00268082	0.000774999	0.00490733	0.000453663	0.000440861	0.000539437	0.000666358	0.000543806	0.000867334	0.00099669	0.000694316	0.000962868	0.000996945	0.00755136	0.000863268	0.000961905	0.0031802	0.02511	0.000996512	0.000996781	0.000996478	0.00459542	0.000506151	0.035896	0.000457827	0.0167562	0.000962497	0.000663099	0.000962986	0.00168784	0.00278163	0.00175008	0.00228915	0.000650801	0.000467008	0.000905272	0.000889199	0.000962791	0.000996811	0.000996651	0.0795683	0.0289463	0.000962721	0.000961846	0.000962849	0.00231219	0.0123663	0.000996325	0.00090541	0.00742298	0.00398197	0.00684463	0.0411274	0.00164242	0.0250645	0.0353968	0.111167	0.00934149	0.000657046	0.133162	0.137353	0.0750768	0.030867	0.00630036	0.00903005	0.00788439	0.00373349	0.00839066	0.0533042	0.0528418	0.0400412	0.0655638	0.0890087	0.0179569	0.0149983	0.0130978	0.0427868	0.00101601	0.0270173	0.0323337	0.0207341	0.0477686	0.0110384	0.00341079	0.00851627	0.0528395	0.0201425	0.00100085	0.0274798	0.00674286	0.0107359	0.0256655	0.00217685	0.00176403	0.00859043	0.00584915	0.00100092	0.0280919	0.017186	0.0123348	0.00669115	0.0225519	0.00508432	0.0247084	0.0022414	0.0176707	0.00101328	0.00101279	0.00168965	0.0195095	0.00232274	0.00331769	0.00236945	0.011803	0.00101432	0.0091343	0.00100086	0.00101142	0.00333619	0.00342746	0.00351188	0.00100089	0.0063676	0.00100094	0.00100099	0.0123405	0.00101342	0.00998471	0.0010129	0.00315616	0.0010009	0.00101344	0.00722153	0.0119629	0.00101036	0.00100083	0.00101343	0.00101297	0.0010114	0.00479342	0.00101432	0.00242588	0.001016	0.00101143	0.00101033	0.00100095	0.00100091	0.00101566	0.00100098	0.00100096	0.00100086	
7100	-29511.8	-392.932	5.92075	0.11448	0.137021	0.00303744	0.000295028	0.000107458	0.000294518	0.000385998	0.00368853	0.00030378	0.000350002	0.000295827	0.000354742	0.000359309	0.000292097	0.00100072	0.000999788	0.000444433	0.0226099	0.000854815	0.000476819	0.0171411	0.0413111	0.000857496	0.000995363	0.0018619	0.00268025	0.00100002	0.00490628	0.000453566	0.000440768	0.000539323	0.000666216	0.00054369	0.00086715	0.000999791	0.000694169	0.000962663	0.000996733	0.00754975	0.000863085	0.0009617	0.00317953	0.0251046	0.000996301	0.00099657	0.000996266	0.00459444	0.000506043	0.0358884	0.00045773	0.0167526	0.000962293	0.000662958	0.000962781	0.00168748	0.00278104	0.00174971	0.00228867	0.000650663	0.000466909	0.00090508	0.00088901	0.000962587	0.000996599	0.000996439	0.0795514	0.0289402	0.000962517	0.000961642	0.000962644	0.0023117	0.0123637	0.000996113	0.000905217	0.00742141	0.00398113	0.00684318	0.0411187	0.00164207	0.0250591	0.0353893	0.111127	0.00933951	0.000656906	0.133133	0.137324	0.0750608	0.0308604	0.00629902	0.00902813	0.00788271	0.00375396	0.00843668	0.0535966	0.0531316	0.0402608	0.0659234	0.0894969	0.0180554	0.0150805	0.0131696	0.0430214	0.00102158	0.0207115	0.0325111	0.0208478	0.0480306	0.0101693	0.0034295	0.00856298	0.0531293	0.020253	0.00100634	0.0276305	0.00677984	0.0107948	0.0275956	0.00218879	0.0017737	0.00863755	0.00588123	0.00100641	0.028246	0.0172803	0.0124024	0.00672785	0.0226756	0.0051122	0.024844	0.00225369	0.0177677	0.00101883	0.00101835	0.00169892	0.0196165	0.00233548	0.00333589	0.00238245	0.0118678	0.00100645	0.0091844	0.00100741	0.00101697	0.00335449	0.00344625	0.00353114	0.00100638	0.00640253	0.00100642	0.00100648	0.0124081	0.00101898	0.0100395	0.00101845	0.00317347	0.00100639	0.001019	0.00726114	0.0120285	0.00114826	0.00100645	0.00101898	0.00101852	0.00100645	0.00481971	0.00101988	0.00243918	0.00102157	0.00101698	0.00101587	0.00100644	0.0010064	0.00102123	0.00100647	0.00100645	0.00100635	
7200	-29512.6	-391.446	5.75418	0.11448	0.137021	0.00311245	0.000302314	0.000110111	0.000301791	0.000395531	0.00377962	0.000311283	0.000358646	0.000303133	0.000363504	0.000368183	0.000299311	0.00102544	0.00102448	0.000455409	0.0231683	0.000875926	0.000488595	0.0175644	0.0423314	0.000878674	0.00101995	0.00190789	0.00274645	0.00102471	0.00502745	0.000464768	0.000451653	0.000552642	0.00068267	0.000557118	0.00100411	0.00102448	0.00100411	0.000986438	0.00102135	0.00773621	0.000884401	0.000985451	0.00100184	0.0254037	0.00102091	0.00102118	0.0010041	0.00470791	0.000518541	0.0367747	0.000469035	0.0171663	0.000986058	0.000679331	0.000986559	0.00127683	0.00284972	0.00179292	0.00234519	0.000666732	0.00047844	0.000927433	0.000910965	0.00098636	0.00100182	0.00102105	0.0815161	0.00943514	0.000986288	0.000985392	0.000986419	0.0023688	0.0126691	0.00102071	0.000927574	0.00760469	0.00407945	0.00701219	0.0421342	0.00168263	0.025678	0.0362633	0.113872	0.00775024	0.00067313	0.136421	0.140715	0.0769146	0.0316226	0.00645459	0.0092511	0.00807739	0.00380463	0.00855054	0.0543199	0.0538487	0.0408041	0.0668131	0.0907047	0.0182991	0.015284	0.0133474	0.0301946	0.00103537	0.020991	0.0329498	0.0211292	0.0486788	0.0103065	0.00347578	0.00867855	0.0538463	0.0205263	0.00101992	0.0280034	0.00687134	0.0109405	0.027968	0.00221833	0.00179764	0.00875412	0.0059606	0.001	0.0286272	0.0175135	0.0125698	0.00681865	0.0229817	0.00518119	0.0251793	0.00228411	0.0180075	0.00103258	0.00103209	0.00172184	0.0198813	0.002367	0.00338091	0.0024146	0.0120279	0.00101349	0.00930835	0.001021	0.0010307	0.00339976	0.00349276	0.00357879	0.00100004	0.00648893	0.00102001	0.00102006	0.0125756	0.00103273	0.010175	0.0010322	0.00321629	0.00101997	0.00103275	0.00735913	0.0121909	0.00116375	0.00100002	0.00103274	0.00103227	0.00102004	0.00488476	0.00103365	0.0024721	0.00101347	0.0010307	0.00102958	0.00102002	0.00101998	0.00103501	0.00102005	0.00102003	0.00101993	
7300	-29504.2	-393.509	5.90654	0.11448	0.137021	0.00294973	0.000286509	0.000104355	0.000286014	0.000374853	0.00358202	0.000295009	0.000339896	0.000287285	0.0003445	0.000348934	0.000283663	0.000971829	0.000970919	0.0004316	0.0123257	0.000830133	0.000463051	0.0166461	0.0401183	0.000832737	0.000966623	0.00180814	0.00260286	0.000971141	0.00476462	0.00044047	0.000428041	0.00052375	0.00064698	0.000527992	0.000947716	0.00101032	0.000951617	0.000947729	0.000967953	0.00733176	0.000838164	0.000933932	0.000949463	0.0240756	0.000967533	0.000967794	0.000951601	0.00446178	0.000491431	0.0348521	0.000444514	0.0162689	0.000963589	0.000643815	0.000934982	0.00121007	0.00270073	0.00100963	0.00222258	0.000631876	0.000453427	0.000878947	0.00086334	0.000934793	0.000949445	0.000967667	0.0772544	0.0147772	0.00441119	0.000933875	0.000934849	0.00224495	0.0120067	0.000967351	0.00087908	0.00720712	0.00386617	0.00664559	0.0367919	0.00159466	0.0243356	0.0343674	0.107918	0.00734505	0.000637939	0.129289	0.183191	0.0728935	0.0299694	0.0126366	0.00876745	0.00765511	0.00380578	0.00855313	0.0543364	0.053865	0.0408165	0.0668333	0.0907322	0.0183046	0.0152887	0.0133514	0.0302038	0.00103568	0.0209974	0.0329598	0.0211356	0.0486935	0.0103096	0.00347683	0.00868117	0.0538626	0.0205325	0.00102023	0.0280119	0.00687342	0.0109438	0.0279765	0.002219	0.00179818	0.00875677	0.0059624	0.0010003	0.0286358	0.0175188	0.0125736	0.00682071	0.0229886	0.00518276	0.0251869	0.0022848	0.0180129	0.001	0.0010324	0.00172236	0.0198873	0.00236771	0.00338193	0.00241533	0.0120316	0.0010138	0.00931116	0.00102131	0.00103101	0.00340079	0.00349382	0.00357987	0.00100034	0.0064909	0.00102032	0.00102037	0.0125794	0.00103304	0.010178	0.00103251	0.00321727	0.00102028	0.00103306	0.00736136	0.0121946	0.00100007	0.00100032	0.00100027	0.00100003	0.00102035	0.00488623	0.00103396	0.00247285	0.00101377	0.00103101	0.00102989	0.00100023	0.00102029	0.00103533	0.00102036	0.00100025	0.00102024	
7400	-29521.9	-394.408	5.90654	0.11448	0.137021	0.00286303	0.000278088	0.000101287	0.000277607	0.000363834	0.00347673	0.000286338	0.000329905	0.000278841	0.000334373	0.000338678	0.000275325	0.000943263	0.00094238	0.000418914	0.0119634	0.000981788	0.000449441	0.0161568	0.0389391	0.000808259	0.00093821	0.00175499	0.00252636	0.000942596	0.00462457	0.000427523	0.000415459	0.000508355	0.000627962	0.000512472	0.000919859	0.000980624	0.000973557	0.000919871	0.00097301	0.00711625	0.000813527	0.00090648	0.000921555	0.0233679	0.000939094	0.000939347	0.00092363	0.00433063	0.000973507	0.0338277	0.000431448	0.0157907	0.000935266	0.000624891	0.000907499	0.0011745	0.00262135	0.000979954	0.00215725	0.000613302	0.000440099	0.000853111	0.000837963	0.000907316	0.000921537	0.000939224	0.06707	0.00949855	0.00212711	0.000906425	0.00090737	0.00217897	0.0116538	0.000938917	0.00085324	0.00699527	0.00375253	0.00645025	0.0357105	0.00154779	0.0307024	0.0333572	0.104746	0.00949967	0.000619187	0.125489	0.217828	0.0707509	0.0290885	0.00634037	0.00850974	0.00743009	0.00377257	0.00847849	0.0618996	0.0533949	0.0404603	0.06625	0.0899404	0.0181449	0.0151552	0.0132349	0.0299402	0.00236679	0.0212041	0.0326722	0.0209511	0.0482686	0.0102196	0.00243974	0.00860541	0.0533926	0.0203533	0.001	0.0277675	0.00681344	0.0108483	0.0277323	0.00219964	0.00178249	0.00868035	0.00591037	0.000991573	0.028386	0.0173659	0.0124639	0.00676119	0.022788	0.00513753	0.0249671	0.00226486	0.0178557	0.000991273	0.00102339	0.00170733	0.0197138	0.00234705	0.00335242	0.00239425	0.0119266	0.00100495	0.00922991	0.0010124	0.00102201	0.00337111	0.00346333	0.00354863	0.000991613	0.00643425	0.000992987	0.00100001	0.0124696	0.00102403	0.0100892	0.0010235	0.00318919	0.00101138	0.00102404	0.00729712	0.0120882	0.000991338	0.000993005	0.00100001	0.000991306	0.00101144	0.00484359	0.00102494	0.00245127	0.00100493	0.00102202	0.00102091	0.000991501	0.001	0.00102629	0.00101145	0.00100001	0.00101134	
7500	-29538.2	-394.587	5.90654	0.11448	0.137021	0.002788	0.0002708	9.8633e-05	0.000270332	0.0003543	0.00338562	0.000278834	0.000321259	0.000271533	0.000325611	0.000329802	0.00026811	0.000918544	0.000917684	0.000407936	0.0116499	0.000956059	0.000437662	0.0201576	0.0379186	0.000787078	0.000913623	0.001709	0.00246015	0.000917894	0.00450337	0.000416319	0.000404571	0.000495033	0.000611506	0.000499042	0.000895753	0.000954925	0.000948043	0.000895765	0.000947511	0.00692976	0.000792208	0.000882725	0.00330248	0.0227555	0.000914484	0.00091473	0.000899425	0.00421714	0.000947995	0.0329412	0.000420141	0.0153769	0.000910756	0.000608515	0.000883717	0.00114372	0.00255265	0.000954274	0.00210072	0.00059723	0.000428566	0.000830754	0.000816003	0.000883538	0.000897387	0.00091461	0.0653124	0.00924963	0.00207136	0.000882671	0.000982273	0.00212186	0.0113484	0.000914312	0.00083088	0.0103894	0.00365419	0.00628121	0.0347746	0.00150722	0.0298978	0.0324831	0.102001	0.00925072	0.000982174	0.1222	0.21212	0.0842185	0.0283262	0.00617421	0.00828673	0.00723538	0.00371583	0.00835098	0.0609687	0.0525919	0.0398518	0.0652537	0.0885878	0.017872	0.0138096	0.0130358	0.0451023	0.00233119	0.0208852	0.0321808	0.0206361	0.0475427	0.010066	0.00293372	0.008476	0.0525896	0.0200473	0.000984961	0.0273499	0.00671097	0.0106852	0.0273153	0.00216656	0.00175568	0.00854981	0.00582149	0.000976661	0.0279591	0.0171047	0.0122765	0.00665951	0.0224453	0.00506027	0.0245916	0.0022308	0.0175872	0.00098551	0.001008	0.00168166	0.0194173	0.00231175	0.003302	0.00235825	0.0117472	0.000985505	0.0090911	0.000997174	0.00100664	0.00332041	0.00341125	0.00349527	0.000985501	0.00633749	0.000978053	0.000984967	0.0122821	0.00100863	0.00993749	0.00100811	0.00314123	0.000996169	0.00100864	0.00718738	0.0119064	0.00097643	0.000978071	0.000984972	0.000976398	0.000996231	0.00477075	0.00100952	0.0024144	0.000989814	0.00100665	0.00100555	0.00097659	0.000984964	0.00101086	0.000996241	0.000984975	0.00099613	
