Gen	lnL	lnP	TL	Insertion	Deletion	R[1-1]	R[1-2]	R[1-3]	R[1-4]	R[1-5]	R[1-6]	R[1-7]	R[1-8]	R[1-9]	R[1-10]	R[1-11]	R[1-12]	R[1-13]	R[2-2]	R[2-3]	R[2-4]	R[2-5]	R[2-6]	R[2-7]	R[2-8]	R[2-9]	R[2-10]	R[2-11]	R[2-12]	R[2-13]	R[3-3]	R[3-4]	R[3-5]	R[3-6]	R[3-7]	R[3-8]	R[3-9]	R[3-10]	R[3-11]	R[3-12]	R[3-13]	R[4-4]	R[4-5]	R[4-6]	R[4-7]	R[4-8]	R[4-9]	R[4-10]	R[4-11]	R[4-12]	R[4-13]	R[5-5]	R[5-6]	R[5-7]	R[5-8]	R[5-9]	R[5-10]	R[5-11]	R[5-12]	R[5-13]	R[6-6]	R[6-7]	R[6-8]	R[6-9]	R[6-10]	R[6-11]	R[6-12]	R[6-13]	R[7-7]	R[7-8]	R[7-9]	R[7-10]	R[7-11]	R[7-12]	R[7-13]	R[8-9]	R[8-10]	R[8-11]	R[8-12]	R[8-13]	R[9-9]	R[9-10]	R[9-11]	R[9-12]	R[9-13]	R[10-10]	R[10-11]	R[10-12]	R[10-13]	R[11-12]	R[11-13]	R[12-12]	R[12-13]	R[13-13]	F[0]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	F[45]	F[46]	F[47]	F[48]	F[49]	F[50]	F[51]	F[52]	F[53]	F[54]	F[55]	F[56]	F[57]	F[58]	F[59]	F[60]	F[61]	F[62]	F[63]	F[64]	F[65]	F[66]	F[67]	F[68]	F[69]	F[70]	F[71]	F[72]	F[73]	F[74]	F[75]	F[76]	F[77]	F[78]	F[79]	F[80]	F[81]	F[82]	F[83]	F[84]	
7700	-29511.9	-394.767	5.90654	0.11448	0.137021	0.00264655	0.000257061	9.36289e-05	0.000256616	0.000336324	0.00321385	0.000264687	0.00030496	0.000257757	0.000309091	0.00031307	0.000254507	0.000871941	0.000871125	0.000387239	0.0110588	0.000907554	0.000415458	0.0191349	0.0359948	0.000747145	0.00086727	0.00100572	0.00233533	0.00100586	0.00427489	0.000395197	0.000384045	0.000469918	0.000580481	0.000473723	0.000850307	0.000906477	0.000949358	0.000850318	0.00100009	0.0141199	0.000752015	0.001001	0.00313493	0.021601	0.000868087	0.000868322	0.000853793	0.00400318	0.000899898	0.0312699	0.000398825	0.0145967	0.000864549	0.000577642	0.000838881	0.001	0.00242314	0.000949308	0.00199414	0.00056693	0.000406823	0.000788606	0.000774603	0.000838712	0.000851858	0.000868208	0.0569784	0.00878035	0.00196627	0.000837889	0.000932437	0.000999985	0.0103167	0.000949439	0.000788725	0.00986225	0.0034688	0.00596253	0.0330103	0.00143075	0.028381	0.030835	0.0968263	0.00878138	0.000932344	0.116001	0.201358	0.129759	0.026889	0.00586097	0.0078663	0.00686829	0.00368276	0.00668983	0.0604261	0.0521238	0.0472358	0.0646729	0.0877993	0.0192948	0.0136867	0.0129198	0.0447009	0.00231045	0.0206994	0.0318944	0.0204524	0.0471196	0.00997636	0.00206492	0.00840056	0.0521215	0.0198688	0.000976195	0.0271064	0.00655188	0.0105901	0.0270722	0.00214727	0.00174006	0.00847371	0.00576967	0.000967969	0.0297622	0.0169525	0.0121672	0.00660024	0.0222455	0.00501523	0.0243727	0.00221094	0.0174306	0.000991166	0.000989243	0.00166669	0.0192445	0.00229118	0.00327262	0.00233726	0.0116427	0.000976734	0.00901019	0.000991124	0.000991118	0.00329086	0.00338089	0.00346416	0.000976729	0.00628108	0.000969348	0.0009762	0.0121728	0.001	0.00984904	0.000999137	0.00311327	0.000987303	0.000999667	0.00712341	0.0118004	0.000991141	0.000991122	0.000976206	0.000967708	0.000987364	0.00472829	0.00100054	0.00239292	0.000991151	0.000997688	0.000996604	0.000967898	0.000976198	0.00100186	0.000987375	0.000976209	0.000987264	
7800	-29492.4	-394.587	5.90654	0.11448	0.137021	0.00264337	0.000256753	9.35166e-05	0.000256309	0.000335921	0.00321	0.00026437	0.000304594	0.000257448	0.00030872	0.000312694	0.000254202	0.000870895	0.00087008	0.000386775	0.0110455	0.000906465	0.000414959	0.0191119	0.0359516	0.000746249	0.00086623	0.00100452	0.00233253	0.00100465	0.00426977	0.000394723	0.000383585	0.000469354	0.000579785	0.000473155	0.000849287	0.000999865	0.000948219	0.000849298	0.001	0.014103	0.000751113	0.000999799	0.00313117	0.0215751	0.000999998	0.00086728	0.000852769	0.00399838	0.000898819	0.0312324	0.000398347	0.0145792	0.000863512	0.000576949	0.000837875	0.000999999	0.00242024	0.00094817	0.00199175	0.000566249	0.000406335	0.00078766	0.000773674	0.000837706	0.000850836	0.000867166	0.0569101	0.00876982	0.00196391	0.000836884	0.000931319	0.000998786	0.0103043	0.0009483	0.000787779	0.0108202	0.00346463	0.00595538	0.0329707	0.00142904	0.0283469	0.030798	0.0967101	0.00877085	0.000931225	0.115861	0.201116	0.129603	0.0268568	0.00585393	0.00785687	0.00686005	0.00367752	0.00668031	0.0603401	0.0520497	0.0471686	0.0645809	0.0876744	0.0192673	0.0136672	0.0129014	0.0446373	0.00230716	0.0206699	0.031849	0.0231657	0.0470525	0.00996216	0.00206198	0.00853462	0.0520474	0.0198406	0.000974805	0.0270679	0.00654256	0.010575	0.0270336	0.00214422	0.00173758	0.00846165	0.00576146	0.000998656	0.0297198	0.0169284	0.0121499	0.00659085	0.0222139	0.0050081	0.024338	0.0022078	0.0174058	0.000989755	0.000987835	0.00166432	0.0192171	0.00228792	0.00166767	0.00233393	0.0116261	0.000998688	0.00899737	0.000998665	0.000989707	0.00328618	0.00337607	0.00345923	0.000998712	0.00627215	0.000967969	0.000974811	0.0121555	0.000998577	0.00983503	0.000997715	0.00310884	0.000985898	0.000998244	0.00711327	0.0117836	0.000989731	0.000989711	0.000974817	0.000998624	0.000985959	0.00472156	0.000999113	0.00238951	0.000989741	0.000998592	0.000995186	0.000966521	0.000974808	0.00100044	0.00099859	0.000974819	0.000985859	
7900	-29445.2	-389.8	5.5716	0.11448	0.137021	0.00263711	0.000256144	9.32951e-05	0.000255702	0.000335125	0.00320239	0.000263743	0.000303873	0.000256838	0.000307989	0.000311954	0.0002536	0.000868833	0.00086802	0.000385859	0.0110194	0.000904318	0.000413976	0.0190667	0.0358665	0.000744482	0.000864178	0.00317776	0.00232701	0.00100227	0.00425965	0.000393788	0.000382676	0.000468242	0.000578412	0.000998226	0.000847275	0.000998493	0.000945973	0.000847287	0.000997632	0.0140696	0.000749334	0.000997431	0.00312376	0.0183246	0.000997629	0.000865226	0.000850749	0.00398891	0.000998492	0.0311584	0.000397403	0.0145447	0.000861466	0.000575583	0.000835891	0.000997631	0.00241451	0.000945924	0.00198703	0.000564908	0.000405372	0.000785794	0.000771842	0.000835722	0.000848821	0.000865112	0.0567753	0.0112733	0.00195926	0.00099839	0.0009977	0.0010032	0.0102799	0.000946055	0.000785914	0.0107946	0.00345643	0.00594128	0.0328927	0.00142565	0.0282798	0.0307251	0.0964811	0.00875007	0.00092902	0.115587	0.20064	0.129297	0.0267932	0.00584007	0.00783826	0.00684381	0.00368014	0.00668508	0.0603831	0.0520868	0.0472022	0.064627	0.0877369	0.0192811	0.013677	0.0129106	0.0446691	0.0023088	0.0206846	0.0318717	0.0231822	0.0470861	0.00996927	0.00206345	0.00854071	0.0520845	0.0198547	0.000975501	0.0270872	0.00654722	0.0127995	0.0270529	0.00214575	0.00173882	0.00846769	0.00576557	0.000999368	0.029741	0.0169404	0.0121585	0.00411476	0.0222297	0.00501167	0.0243554	0.00220937	0.0174183	0.000990461	0.000988539	0.00166551	0.0192308	0.00228955	0.00166886	0.0023356	0.0116344	0.000999401	0.00900378	0.000999377	0.000990413	0.00328852	0.00337848	0.0034617	0.000999424	0.00627662	0.000968659	0.00200052	0.0121641	0.000999289	0.00766892	0.00100293	0.00311106	0.000986601	0.000998956	0.00711834	0.011792	0.00168002	0.000990417	0.000975512	0.000999336	0.000986662	0.00472493	0.000999825	0.00239121	0.000990447	0.000999304	0.00100066	0.00096721	0.000975503	0.00100115	0.000999302	0.000975514	0.000986562	
8000	-29443.1	-389.62	5.5716	0.11448	0.137021	0.00263519	0.000255958	9.3227e-05	0.000255515	0.000334881	0.00320006	0.000263551	0.000303651	0.000256651	0.000307764	0.000311726	0.000253415	0.000868199	0.000999848	0.000385577	0.0110113	0.000903658	0.000413674	0.0190527	0.0358403	0.000743939	0.000863548	0.00317544	0.00232531	0.00100154	0.00425655	0.000393501	0.000382397	0.000467901	0.00057799	0.000997498	0.000999494	0.000997764	0.000945283	0.000846669	0.000996904	0.0140593	0.000748787	0.000996703	0.00312148	0.0183112	0.000996901	0.000864595	0.000850128	0.003986	0.000997763	0.0311357	0.000397113	0.0145341	0.000860838	0.000575163	0.000999659	0.000999716	0.00241274	0.000945234	0.00198558	0.000564496	0.000405076	0.000785221	0.000771279	0.000835112	0.001	0.000864481	0.0567339	0.0112651	0.00195783	0.000997661	0.000996972	0.00100247	0.0102724	0.000999713	0.00078534	0.0107867	0.00345391	0.00593694	0.0328687	0.00142461	0.0282592	0.0307027	0.0964107	0.00874369	0.000999341	0.115503	0.200494	0.129202	0.0267736	0.00583581	0.00783254	0.00683881	0.00368889	0.00670098	0.0605267	0.0522107	0.0473145	0.0647807	0.0879456	0.0193269	0.0137095	0.0129413	0.0447753	0.00231429	0.0207338	0.0319475	0.0232374	0.0471981	0.00999298	0.00206836	0.00856102	0.0522084	0.0199019	0.000977821	0.0271516	0.00656279	0.0128299	0.0271173	0.00100123	0.001	0.00848783	0.00577928	0.00100175	0.0298118	0.0169807	0.0121875	0.00412455	0.0222826	0.00450104	0.0244133	0.00221463	0.0174597	0.000992817	0.000990891	0.00166947	0.0192765	0.00229499	0.00167283	0.00234115	0.0116621	0.00100178	0.0090252	0.00100175	0.000992769	0.00329634	0.00338652	0.00346993	0.0010018	0.00629155	0.00100074	0.00200528	0.0121931	0.00100167	0.00768716	0.00100532	0.00311846	0.000988947	0.00100133	0.00713527	0.01182	0.00168401	0.00100124	0.000977832	0.00100238	0.000989009	0.00473617	0.0010022	0.0023969	0.000992802	0.00100168	0.00100304	0.00096951	0.000977824	0.00100124	0.00100168	0.000977835	0.000988909	
8100	-29388	-389.787	5.57024	0.11448	0.137021	0.00249937	0.000242766	8.84221e-05	0.000242346	0.000317621	0.00303513	0.000249968	0.000288001	0.000243423	0.000291902	0.00029566	0.000240354	0.000823452	0.000948316	0.000365705	0.0104438	0.000857084	0.000392354	0.0180708	0.0339931	0.000705596	0.000819041	0.00363895	0.00220546	0.000999373	0.00403716	0.00037322	0.000362688	0.000443785	0.0005482	0.000946087	0.00094798	0.000946339	0.000896563	0.000803031	0.000945523	0.0133347	0.000710195	0.000945333	0.0029606	0.0173675	0.000945521	0.000820033	0.000806313	0.00378056	0.000946338	0.029531	0.000376646	0.013785	0.000998776	0.000545519	0.000948136	0.00094819	0.00228839	0.000896517	0.00188324	0.000535402	0.000384199	0.000744751	0.000731527	0.00079207	0.00094846	0.000819926	0.0538098	0.0106845	0.00185693	0.000946242	0.000948463	0.0009508	0.00974298	0.000948188	0.000744864	0.0102307	0.00327589	0.00563095	0.0311746	0.0018981	0.0268027	0.0291203	0.0914417	0.00829304	0.000947835	0.10955	0.240291	0.122543	0.0253937	0.00553503	0.00742885	0.00648634	0.00372155	0.0067603	0.0610626	0.0526729	0.0477334	0.0653542	0.0887242	0.019498	0.0138309	0.0130559	0.0451718	0.00233478	0.0209174	0.0322304	0.0234431	0.0476159	0.0100815	0.00208667	0.00549399	0.0526706	0.0200781	0.000986478	0.027392	0.0066209	0.0129435	0.0273573	0.00101009	0.00100885	0.00856298	0.00583045	0.00101061	0.0300757	0.0171311	0.0122954	0.00416107	0.0224799	0.00454089	0.0246295	0.00223423	0.0176143	0.00100161	0.000999664	0.00168425	0.0194472	0.00231531	0.00168764	0.00236188	0.0117653	0.00101065	0.0091051	0.00101062	0.00100156	0.00332553	0.0034165	0.00350065	0.00101067	0.00634725	0.0010096	0.00202303	0.012301	0.00101053	0.000999998	0.00101422	0.00314607	0.000997703	0.0010102	0.00719845	0.0119247	0.00169892	0.0010101	0.00100001	0.001	0.000997766	0.0047781	0.00101108	0.00343995	0.00100159	0.00101055	0.00101192	0.000978094	0.00100675	0.0010101	0.00101055	0.000986492	0.000997664	
8200	-29399.1	-388.929	5.5594	0.114739	0.136761	0.00246302	0.000239234	8.71359e-05	0.000238821	0.000313001	0.00299098	0.000246332	0.000283812	0.000239882	0.000287656	0.000291359	0.000236858	0.000811474	0.000985505	0.000360385	0.0102919	0.000844617	0.000386647	0.0178079	0.0334986	0.000695333	0.000807127	0.00358602	0.00217338	0.000984836	0.00397844	0.000367791	0.000357413	0.00043733	0.000540226	0.000932325	0.000934191	0.000932574	0.000883522	0.0009857	0.00093177	0.0131407	0.000699864	0.000931582	0.00291753	0.014603	0.000931768	0.000808105	0.000794584	0.00372557	0.000932573	0.0291014	0.000371167	0.0135845	0.00100251	0.000537584	0.000934345	0.000934398	0.00225511	0.000883476	0.00185585	0.000527614	0.000986307	0.000733918	0.000720886	0.000780549	0.000934664	0.000807999	0.0530271	0.0105291	0.00182992	0.000932478	0.000934667	0.00093697	0.00960126	0.000934396	0.000734029	0.0100819	0.00322824	0.00554905	0.0469075	0.00187049	0.0264128	0.0286967	0.0901116	0.00817241	0.000934048	0.107956	0.236796	0.120761	0.0250243	0.00545452	0.00732079	0.00639199	0.00372703	0.00677025	0.0611524	0.0527504	0.0478036	0.0654503	0.0888547	0.0195267	0.0138512	0.0130751	0.0452382	0.00233822	0.0209482	0.0322778	0.0234776	0.047686	0.0100963	0.00208974	0.00550207	0.0527481	0.0201077	0.000987929	0.0274323	0.00663064	0.0129626	0.0273976	0.00100146	0.00101034	0.00857557	0.00427404	0.0010121	0.0301199	0.0171563	0.0123134	0.00416719	0.0225129	0.00454757	0.0246657	0.00223752	0.0176402	0.00100308	0.00100113	0.00168672	0.0194758	0.00231872	0.00169012	0.00236535	0.0117826	0.00101213	0.00911849	0.00101211	0.00100303	0.00333042	0.00342153	0.0035058	0.00101216	0.00635658	0.00101109	0.00202601	0.0123191	0.00101202	0.00100147	0.00101571	0.00315069	0.00099917	0.00101168	0.00720903	0.0119422	0.00170142	0.00101159	0.00100001	0.00100147	0.000999233	0.00478513	0.001	0.003445	0.00100307	0.00101204	0.00101341	0.000979532	0.00100823	0.00101159	0.00101203	0.000987943	0.00111767	
8300	-29387	-389.966	5.68071	0.114739	0.136761	0.00244082	0.000237078	8.63505e-05	0.000236668	0.000310179	0.00296402	0.000244111	0.000281254	0.00023772	0.000285063	0.000288733	0.000234722	0.00080416	0.000976622	0.000357137	0.0101991	0.000837003	0.000383161	0.0176474	0.0331967	0.000689065	0.000799852	0.00355369	0.00215379	0.000991069	0.00394258	0.000364476	0.000354191	0.000433388	0.000535356	0.001	0.00092577	0.001	0.000875558	0.000976814	0.000923371	0.0130223	0.000693556	0.000923185	0.00289123	0.0144713	0.000991054	0.000800821	0.000787422	0.00369199	0.000924167	0.0288391	0.000367822	0.013462	0.000993475	0.000532738	0.000925923	0.000925975	0.00223478	0.000875512	0.00183912	0.000522858	0.000977417	0.000727302	0.000714388	0.000773513	0.000926239	0.000800716	0.0525491	0.0104341	0.00181342	0.000924073	0.000926242	0.00970792	0.00951472	0.000925973	0.000727413	0.00999106	0.00319914	0.00549903	0.0464847	0.00185363	0.0261747	0.028438	0.0892993	0.00809874	0.000925629	0.106983	0.234662	0.119672	0.0247988	0.00540535	0.0072548	0.00633437	0.0037422	0.0067978	0.0614013	0.0529651	0.0479981	0.0657167	0.0892164	0.0196062	0.0139076	0.0131283	0.0454223	0.00234774	0.0159464	0.0324091	0.0235731	0.04788	0.0101374	0.00209824	0.00552447	0.0529628	0.0201895	0.00099195	0.0275439	0.00665762	0.0141678	0.0275091	0.00100554	0.00101445	0.00861047	0.00429143	0.00101622	0.0302425	0.0172261	0.0123636	0.00418415	0.0226046	0.00456608	0.0247661	0.00224663	0.017712	0.00100716	0.00100407	0.00169359	0.0195551	0.00232816	0.001697	0.00237498	0.0118306	0.00101625	0.00915561	0.00101623	0.00100711	0.00334397	0.00343545	0.00352007	0.00101628	0.00638246	0.0010152	0.00203425	0.0123693	0.00101614	0.00100554	0.00101985	0.00316352	0.00100324	0.0010158	0.00723837	0.0119908	0.00170834	0.00101571	0.00100408	0.00100555	0.0010033	0.0048046	0.00100407	0.00345903	0.00100715	0.00101615	0.00101753	0.000983519	0.00100012	0.0010157	0.00101615	0.000991964	0.001	
8400	-29377.9	-390.317	5.68071	0.114739	0.136761	0.00244278	0.000237269	8.642e-05	0.000236859	0.000310429	0.0029664	0.000244308	0.00028148	0.000237911	0.000285293	0.000288965	0.000234912	0.000804807	0.000977409	0.000357424	0.0101119	0.000837678	0.00038347	0.0176616	0.0332234	0.001	0.000800496	0.00355656	0.00215553	0.000991867	0.00394576	0.00036477	0.000354476	0.000433737	0.000535788	0.00100081	0.000926516	0.00100081	0.000876263	0.000977601	0.000924115	0.0374655	0.000694115	0.000923929	0.00289356	0.014483	0.000991852	0.000801466	0.000788056	0.00369496	0.000924912	0.0288623	0.000368118	0.0134729	0.00103244	0.000533167	0.000926669	0.00100088	0.00223658	0.000876218	0.0018406	0.00052328	0.000978204	0.000727888	0.000714964	0.000774136	0.000926985	0.000801361	0.0525914	0.0104425	0.00181488	0.000924817	0.000926988	0.00971574	0.00952238	0.000926719	0.000727999	0.0170875	0.00320172	0.00550346	0.0465221	0.00185512	0.0261958	0.0284609	0.0893713	0.00810527	0.000926374	0.0744151	0.234851	0.119768	0.0248187	0.00540971	0.00726065	0.00633948	0.00377174	0.00685147	0.061886	0.0533832	0.0483771	0.0662355	0.0899207	0.019761	0.0140174	0.013232	0.0457809	0.00236627	0.0160723	0.032665	0.0237592	0.0482581	0.0102174	0.00211481	0.00556808	0.0533809	0.0203489	0.000999781	0.0277614	0.00671019	0.0142796	0.0277263	0.00100003	0.00102246	0.00867845	0.00432531	0.00102424	0.0304813	0.0106217	0.0124612	0.00421718	0.022783	0.00460212	0.0238862	0.00226436	0.0178518	0.00101511	0.001012	0.00170696	0.0197094	0.00234654	0.00171039	0.00239373	0.011924	0.00100001	0.00922789	0.00102425	0.00100789	0.00337037	0.00346257	0.00354786	0.0010243	0.00643285	0.00102322	0.00205031	0.0124669	0.00102416	0.00101348	0.0010279	0.00318849	0.00101116	0.00102382	0.00729552	0.0120855	0.00172183	0.00102372	0.00101201	0.00101349	0.00100005	0.00484253	0.001012	0.00348633	0.00100006	0.00102418	0.00102556	0.000991284	0.001	0.00102372	0.00102417	0.000999795	0.00100789	
8500	-29353.3	-392.848	5.68071	0.114197	0.137303	0.00231455	0.000224813	8.18834e-05	0.000224425	0.000294133	0.00281068	0.000231483	0.000266704	0.000225422	0.000270316	0.000273796	0.00022258	0.000762559	0.000926099	0.000338661	0.0095811	0.000793704	0.00036334	0.0167345	0.0314794	0.001	0.000758474	0.00336986	0.00204237	0.000939799	0.00373862	0.000345621	0.000335868	0.000410968	0.000507661	0.000948268	0.000877879	0.000948268	0.000830264	0.000926282	0.000875603	0.0354987	0.000657677	0.000875427	0.00274166	0.0137227	0.000947513	0.000759393	0.000746687	0.003501	0.000876358	0.0775402	0.000348794	0.0127656	0.000978241	0.000505178	0.000878023	0.000948338	0.00211917	0.000830221	0.00174398	0.00049581	0.000926853	0.000689677	0.000677432	0.000733498	0.000878323	0.000759293	0.0498306	0.00989436	0.00171961	0.000876269	0.000878325	0.00920571	0.0090225	0.000878071	0.000689782	0.0161905	0.00303365	0.00521455	0.0440799	0.00175774	0.0248207	0.0269669	0.0846797	0.00767978	0.000877744	0.0705087	0.222522	0.113481	0.0235159	0.00454916	0.0068795	0.00882524	0.00588559	0.00680712	0.0614855	0.0530377	0.0480639	0.0658068	0.0888221	0.0196331	0.0139267	0.0175717	0.0454846	0.00235095	0.0159683	0.0324536	0.0236055	0.0479457	0.0101513	0.00210112	0.00553204	0.0530354	0.0202172	0.00099331	0.0275817	0.00666675	0.0141872	0.0275468	0.000993559	0.00101584	0.00821753	0.00429732	0.00101761	0.030284	0.010553	0.0123805	0.00418988	0.0226355	0.00457234	0.0237316	0.00224971	0.0177363	0.00100854	0.00100545	0.00169591	0.0195819	0.00233135	0.00169932	0.00237823	0.0118468	0.000992569	0.00916816	0.00101762	0.00099257	0.00334856	0.00344016	0.00352489	0.00101767	0.00639121	0.0010166	0.00203704	0.0123862	0.00101753	0.00100692	0.00102124	0.00316785	0.00100461	0.00101719	0.0072483	0.0128968	0.00171069	0.0010171	0.00100546	0.00100693	0.000993573	0.00481119	0.00100545	0.00346377	0.000993584	0.00101755	0.00099258	0.000984868	0.000992579	0.0010171	0.000995575	0.000993324	0.00100137	
8600	-29352	-392.664	5.68071	0.114197	0.137303	0.00234967	0.000228225	8.3126e-05	0.00022783	0.000298597	0.00285334	0.000234996	0.000270751	0.000228843	0.000274418	0.000277951	0.000225958	0.000774131	0.000940153	0.000343801	0.0097265	0.000805749	0.000368854	0.0169884	0.0319571	0.00101518	0.000769984	0.00342099	0.00207337	0.00117991	0.00379536	0.000350866	0.000340965	0.000417204	0.000515365	0.000962659	0.000891201	0.000962659	0.000842863	0.000940339	0.000888891	0.0360375	0.000667658	0.000888712	0.00278327	0.013931	0.000961891	0.000770917	0.000758018	0.00355413	0.000889657	0.0787169	0.000354087	0.0129593	0.000993086	0.000512845	0.000891347	0.00096273	0.00215133	0.00084282	0.00177045	0.000503334	0.000940919	0.000700144	0.000687712	0.000744629	0.000891652	0.000770816	0.0505869	0.0100445	0.00174571	0.000999892	0.001	0.00934541	0.00915942	0.000891396	0.00070025	0.0164362	0.00307968	0.00529369	0.0291289	0.00178441	0.0251973	0.0273761	0.0859648	0.00779633	0.000891064	0.0715787	0.225899	0.115203	0.0238727	0.00461819	0.0069839	0.00895917	0.00590388	0.00682828	0.0616766	0.0532025	0.0482133	0.0660113	0.0890982	0.0196941	0.0139699	0.0176263	0.045626	0.00235826	0.0160179	0.0325544	0.0236788	0.0480947	0.0101828	0.00210765	0.00554923	0.0532002	0.02028	0.00100311	0.0276674	0.00668747	0.0125286	0.0276324	0.000996647	0.001019	0.00824307	0.00431067	0.00102078	0.0303781	0.0105858	0.012419	0.00420291	0.0227059	0.00458655	0.0238053	0.0022567	0.0177914	0.000999996	0.00100857	0.00170118	0.0196427	0.00233859	0.0017046	0.00100001	0.0118836	0.000995654	0.00919665	0.00102079	0.000995655	0.00335897	0.00345085	0.00353585	0.00102083	0.00641107	0.00101975	0.00204337	0.0124247	0.00102069	0.00101005	0.00102442	0.0031777	0.00100773	0.00102036	0.00727082	0.0129369	0.001716	0.00102026	0.00100858	0.00101005	0.000996661	0.00482614	0.00100857	0.00347453	0.000996672	0.00100171	0.001	0.000987929	0.000995664	0.00102026	0.000998669	0.000996411	0.00100448	
8700	-29335.5	-395.49	5.68071	0.113737	0.137764	0.00227471	0.000220944	8.04741e-05	0.000220562	0.000289071	0.00276231	0.000227499	0.000262114	0.000221542	0.000265664	0.000269084	0.000218749	0.000749434	0.00091016	0.000332832	0.0094162	0.000780043	0.000357086	0.0164464	0.0309376	0.000982789	0.00074542	0.00331186	0.00200722	0.00114226	0.00367428	0.000339672	0.000330087	0.000403895	0.000498924	0.000931947	0.000862769	0.000931948	0.000815974	0.00091034	0.000860533	0.0348878	0.000646358	0.00086036	0.00269448	0.0134865	0.000931205	0.000746323	0.000988137	0.00344074	0.000996138	0.0762056	0.000342791	0.0125459	0.000961405	0.000496484	0.000862911	0.000932017	0.0020827	0.000815932	0.00171396	0.000487276	0.000910901	0.000677807	0.000665772	0.000720874	0.000863206	0.000746225	0.048973	0.00972407	0.00169001	0.000967993	0.000968098	0.00904727	0.00900383	0.000862958	0.00067791	0.0159118	0.00298143	0.0051248	0.0281996	0.00172749	0.0243935	0.0184822	0.110757	0.00754761	0.000862637	0.0692951	0.218692	0.111528	0.0231111	0.00447086	0.0067611	0.0205362	0.00587905	0.00679956	0.0614172	0.0529788	0.0480105	0.0657337	0.0887234	0.0196113	0.0139112	0.0175521	0.0454341	0.00234834	0.0159506	0.0324175	0.0235792	0.0478924	0.01014	0.00209878	0.00552589	0.0529764	0.0201947	0.000998895	0.027551	0.00665934	0.0124759	0.0275162	0.000992455	0.00101471	0.0082084	0.00429254	0.00101648	0.0302503	0.0105413	0.0123668	0.00418523	0.0268054	0.00456726	0.0237052	0.00224721	0.0177165	0.00099579	0.00100433	0.00169403	0.0195601	0.00232876	0.00169743	0.000995801	0.0118336	0.000991466	0.00915797	0.00101649	0.000991467	0.00334484	0.00343634	0.00352098	0.00101654	0.00638411	0.00101547	0.00203478	0.0123724	0.0010164	0.0010058	0.00102011	0.00316433	0.0010035	0.00101606	0.00724024	0.0128825	0.00170879	0.00101597	0.00100434	0.00100581	0.000992469	0.00480584	0.00100433	0.00345992	0.001	0.000997498	0.000995794	0.000983773	0.000991476	0.00101597	0.000994468	0.000995797	0.00100026	
8800	-29328.9	-395.856	5.73649	0.113737	0.137764	0.00227396	0.000220871	8.04474e-05	0.000220489	0.000288975	0.00276139	0.000227423	0.000262026	0.000221469	0.000265576	0.000268994	0.000218676	0.000749186	0.000909858	0.000332722	0.00941307	0.000779784	0.000356968	0.016441	0.0309273	0.000982463	0.000745172	0.00331076	0.00200655	0.000999557	0.00367306	0.00033956	0.000329978	0.00040376	0.000498758	0.000931638	0.000862483	0.000931638	0.000815703	0.000910037	0.000860247	0.0348762	0.000646143	0.000860074	0.00269358	0.0134821	0.000930896	0.000746075	0.000987809	0.0034396	0.001	0.0761803	0.000342677	0.0125417	0.000961085	0.000496319	0.000862625	0.000931707	0.002082	0.000999996	0.0017134	0.000487115	0.000910598	0.000677582	0.000665551	0.000720634	0.000862919	0.000999811	0.0489567	0.00972084	0.00168945	0.000999811	0.000967776	0.00904426	0.00900084	0.000862671	0.000677685	0.0159066	0.00298044	0.0051231	0.0281902	0.00172691	0.0243854	0.018476	0.11072	0.0075451	0.000862351	0.0692721	0.21862	0.111491	0.0231035	0.00446938	0.00675885	0.0205294	0.00587864	0.00679909	0.0614129	0.0529751	0.0480072	0.0657291	0.0887173	0.0196099	0.0139102	0.0175509	0.0454309	0.00234818	0.0159495	0.0324153	0.0235776	0.0478891	0.0101393	0.00209864	0.00552551	0.0529728	0.0201933	0.000998826	0.0275491	0.00665888	0.012475	0.0275143	0.000992386	0.00101464	0.00820783	0.00429224	0.00101641	0.0302482	0.0105405	0.0123659	0.00418494	0.0268036	0.00456694	0.0237036	0.00224705	0.0177153	0.00099572	0.00100426	0.00169391	0.0195587	0.0023286	0.00169732	0.001	0.0118328	0.000999987	0.00915733	0.000999908	0.000999996	0.00334461	0.0034361	0.00352073	0.00101647	0.00638366	0.00101539	0.00203464	0.0124478	0.00101633	0.000999979	0.00102004	0.00316411	0.00100343	0.00101599	0.00723974	0.0128816	0.00170867	0.0010159	0.00100427	0.000999925	0.0009924	0.00480551	0.00100426	0.00345968	0.000999931	0.000997429	0.000995725	0.000983705	0.000991407	0.00101589	0.000994399	0.000995728	0.000999996	
