Gen	lnL	lnP	TL	Insertion	Deletion	R[1-1]	R[1-2]	R[1-3]	R[1-4]	R[1-5]	R[1-6]	R[1-7]	R[1-8]	R[1-9]	R[1-10]	R[1-11]	R[1-12]	R[2-2]	R[2-3]	R[2-4]	R[2-5]	R[2-6]	R[2-7]	R[2-8]	R[2-9]	R[2-10]	R[2-11]	R[2-12]	R[3-3]	R[3-4]	R[3-5]	R[3-6]	R[3-7]	R[3-8]	R[3-9]	R[3-10]	R[3-11]	R[3-12]	R[4-4]	R[4-5]	R[4-6]	R[4-7]	R[4-8]	R[4-9]	R[4-10]	R[4-11]	R[4-12]	R[5-5]	R[5-6]	R[5-7]	R[5-8]	R[5-9]	R[5-10]	R[5-11]	R[5-12]	R[6-6]	R[6-7]	R[6-8]	R[6-9]	R[6-10]	R[6-11]	R[6-12]	R[7-7]	R[7-8]	R[7-9]	R[7-10]	R[7-11]	R[7-12]	R[8-9]	R[8-10]	R[8-11]	R[8-12]	R[9-9]	R[9-10]	R[9-11]	R[9-12]	R[10-10]	R[10-11]	R[10-12]	R[11-11]	R[11-12]	R[12-12]	F[0]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	F[45]	F[46]	F[47]	F[48]	F[49]	F[50]	F[51]	F[52]	F[53]	F[54]	F[55]	F[56]	F[57]	F[58]	F[59]	F[60]	F[61]	F[62]	F[63]	F[64]	F[65]	F[66]	F[67]	F[68]	F[69]	F[70]	F[71]	F[72]	F[73]	F[74]	F[75]	F[76]	F[77]	F[78]	F[79]	F[80]	F[81]	F[82]	F[83]	F[84]	F[85]	
37800	-29929	-445.206	4.98712	0.130882	0.156125	0.00239921	0.000211779	0.000142351	0.00042412	0.00014921	0.000154293	0.000149251	0.00032555	0.00156396	0.000141119	0.000147492	0.00102738	0.0896761	0.000399807	0.0178034	0.000982116	0.00607904	0.0122179	0.0661905	0.000310377	0.000979827	0.001	0.00333826	0.00309754	0.000397533	0.000235135	0.00433111	0.00020619	0.000979755	0.000154286	0.000979756	0.000296006	0.00102738	0.118377	0.000979526	0.00712708	0.01459	0.00132359	0.00101055	0.00106155	0.00102894	0.000981994	0.123278	0.000979705	0.0210858	0.00511159	0.000290494	0.000979278	0.000979877	0.00256827	0.0944565	0.00720767	0.00165632	0.00101252	0.00101052	0.00691245	0.00262904	0.040762	0.00802337	0.000556908	0.00102723	0.0190234	0.0284902	0.000982113	0.00101256	0.00105437	0.0180573	0.00306488	0.00104787	0.00102886	0.000979623	0.0358043	0.125268	0.0114931	0.0431317	0.00378004	0.0212551	0.00544892	0.00251131	0.0596154	0.044117	0.049876	0.0585834	0.0871524	0.0194285	0.0490873	0.00182869	0.00924976	0.00100204	0.0165704	0.0164231	0.0458824	0.0259455	0.0655497	0.0022572	0.0393177	0.00619354	0.0296658	0.00366724	0.0234441	0.00641895	0.00963217	0.00100136	0.0169787	0.00100188	0.0325594	0.00413204	0.00100126	0.001	0.0125252	0.0068079	0.00100349	0.00100184	0.0306767	0.0168946	0.00409726	0.0154536	0.00178171	0.0368449	0.000997803	0.0102618	0.0009978	0.00573074	0.000997797	0.00100185	0.0259895	0.00159262	0.00372401	0.0157756	0.000994048	0.00332642	0.00100184	0.0063533	0.00100092	0.00100092	0.00230846	0.00138187	0.0015686	0.0128968	0.000999127	0.00099404	0.00100235	0.0031518	0.00100092	0.00100092	0.0072019	0.0010015	0.00100152	0.00100233	0.000997806	0.000997797	0.00534228	0.00100126	0.00177266	0.00100092	0.000997794	0.0010015	0.000999374	0.0010015	0.000997798	0.000997797	0.00100234	0.000999855	
37900	-29936.7	-445.383	4.98712	0.130882	0.156125	0.00220871	0.000194963	0.000131048	0.000390444	0.000137362	0.000142042	0.0001374	0.000299701	0.00143978	0.000129914	0.000135781	0.00100183	0.0825558	0.000368062	0.0163898	0.000904135	0.00559636	0.0112478	0.0609349	0.000285733	0.000902028	0.001	0.00419905	0.0028516	0.000365968	0.000216465	0.00398722	0.000189818	0.000901962	0.000142035	0.000901963	0.000272503	0.000945807	0.108978	0.000901751	0.00656119	0.0134316	0.00121849	0.000930308	0.000977263	0.000947246	0.000904023	0.177096	0.000901916	0.0194115	0.00470572	0.000267428	0.000901523	0.000902074	0.00236435	0.0869566	0.00663538	0.00164837	0.000932123	0.00093028	0.00636359	0.00242029	0.0375254	0.0073863	0.000512689	0.000945666	0.017513	0.026228	0.00100193	0.000932165	0.000999921	0.0166235	0.00282153	0.000964669	0.000947165	0.000901841	0.0329614	0.115322	0.0248637	0.039707	0.0034799	0.0195674	0.0055069	0.00253804	0.0602497	0.0445864	0.0504067	0.0592067	0.0880798	0.0196353	0.0408234	0.00184815	0.00753197	0.0010127	0.0167467	0.0165978	0.0463706	0.0262215	0.0662472	0.00228122	0.039736	0.00625944	0.0299814	0.00370626	0.0236936	0.00648725	0.00973467	0.00101201	0.0171593	0.00101254	0.0329059	0.00417601	0.00101192	0.00101064	0.0126585	0.00688034	0.00101416	0.0010125	0.0310032	0.0170744	0.00414086	0.015618	0.00180067	0.0372369	0.00100842	0.010371	0.00100842	0.00579171	0.001	0.00101251	0.026266	0.00160957	0.00376363	0.0159435	0.00100462	0.00336182	0.0010125	0.0064209	0.00101157	0.00101157	0.00233303	0.00139658	0.00158529	0.013034	0.00100976	0.00100002	0.00101301	0.00318534	0.00101157	0.00101158	0.00727853	0.00101216	0.00101217	0.00100003	0.00100842	0.00100841	0.00539913	0.00101191	0.00179152	0.00101157	0.00100841	0.00101216	0.00101001	0.00100001	0.00100842	0.00100841	0.00101301	0.00101049	
38000	-29949.3	-445.776	4.98712	0.131067	0.156346	0.00220389	0.000194538	0.000130762	0.000389592	0.000137063	0.000141732	0.0001371	0.000299047	0.00143664	0.000129631	0.000135484	0.000999643	0.0823756	0.000367259	0.016354	0.000902162	0.00558415	0.0112232	0.0608019	0.000285109	0.000900059	0.000997817	0.00418988	0.00284537	0.000365169	0.000215993	0.00397852	0.000189404	0.000899993	0.000141725	0.000899994	0.000271908	0.000943743	0.10874	0.000899782	0.00654687	0.0134023	0.00121583	0.000928278	0.00100135	0.00100132	0.00090205	0.176709	0.000899948	0.0193692	0.00469545	0.000266845	0.000899555	0.000900106	0.00235919	0.0867668	0.0066209	0.00164477	0.000930089	0.000928249	0.0063497	0.00241501	0.0374435	0.00601725	0.00051157	0.000943602	0.0174747	0.0261708	0.00099974	0.00093013	0.001	0.0165872	0.00281537	0.000962563	0.000945097	0.000899872	0.0328895	0.11507	0.0248095	0.0430712	0.00347231	0.0195247	0.00550714	0.00253815	0.0602524	0.0445884	0.0504089	0.0592093	0.0880836	0.0196361	0.0408252	0.00184823	0.00753229	0.00101274	0.0167474	0.0165985	0.0463726	0.0262227	0.0662501	0.00228132	0.0397378	0.00625971	0.0299827	0.00370642	0.0236946	0.00648754	0.00973509	0.00100003	0.0171601	0.00101259	0.0329073	0.00417619	0.00101196	0.00101068	0.0126591	0.00688064	0.00101421	0.00101255	0.0310045	0.0170751	0.00414104	0.0156187	0.00180075	0.0372386	0.00100846	0.0103714	0.00100846	0.00579197	0.00100004	0.00101256	0.0262672	0.00160964	0.0037638	0.0159442	0.00100467	0.00336197	0.00101254	0.00642118	0.00101162	0.001	0.00233313	0.00139664	0.00158536	0.0130346	0.0010098	0.00100006	0.00101306	0.00318548	0.00100002	0.00101162	0.00727885	0.0010122	0.00101222	0.00100007	0.00100847	0.00100846	0.00539936	0.00101196	0.0017916	0.00101162	0.00100846	0.0010122	0.00101005	0.00100005	0.00100846	0.00100001	0.00101305	0.00101054	
38100	-29949.1	-445.952	4.98712	0.131067	0.156346	0.00221825	0.000195806	0.000131614	0.000392131	0.000137956	0.000142655	0.000137994	0.000300996	0.001446	0.000130476	0.000136367	0.00100616	0.0664834	0.000369653	0.0164606	0.000908042	0.00562055	0.0112964	0.0611982	0.000286967	0.000905926	0.00100432	0.00421719	0.00286392	0.00036755	0.000217401	0.00400445	0.000190639	0.000905859	0.000142649	0.00090586	0.00027368	0.000949894	0.109449	0.00101644	0.00658954	0.0134896	0.00122376	0.000934328	0.00100788	0.00100785	0.000907929	0.177861	0.000905813	0.0194954	0.00472606	0.000268584	0.000905418	0.000905972	0.00275575	0.0873323	0.00666405	0.00165549	0.000936151	0.000934299	0.0100518	0.00243075	0.0376876	0.00605647	0.000514904	0.000949753	0.0175886	0.0263414	0.00100626	0.001	0.00100652	0.0166954	0.00283372	0.000968837	0.00100713	0.000905738	0.0387427	0.11582	0.0249712	0.0433519	0.00349494	0.019652	0.00554685	0.00255645	0.0606869	0.0449099	0.0507724	0.0596363	0.0887188	0.0197777	0.0411196	0.00186156	0.00758661	0.00102004	0.0168682	0.0167182	0.046707	0.0264118	0.0582442	0.00229777	0.0400243	0.00630485	0.0301989	0.00373315	0.0238655	0.00653432	0.00980529	0.00100724	0.0172838	0.00101989	0.0331446	0.0042063	0.00101926	0.00101797	0.0127504	0.00693026	0.00102152	0.00101985	0.0312281	0.0171982	0.0041709	0.0157313	0.00181374	0.0375071	0.00101574	0.0104462	0.00101573	0.00583373	0.00100726	0.00101986	0.0264566	0.00162125	0.00379094	0.0160592	0.00101191	0.00338621	0.00101984	0.00646749	0.00101891	0.00100721	0.00234995	0.00140671	0.00159679	0.0144519	0.00101708	0.00100728	0.00102036	0.00320845	0.00100723	0.00100719	0.00733134	0.0010195	0.00100717	0.001	0.00101574	0.00101573	0.0054383	0.00101926	0.00180452	0.00101891	0.00101573	0.0010072	0.00101734	0.00100726	0.00100849	0.0010072	0.00102036	0.00101783	
38200	-29956.6	-446.129	4.98712	0.131067	0.156346	0.00221778	0.000195764	0.000131586	0.000392049	0.000137927	0.000142625	0.000137965	0.000300933	0.0014457	0.000130448	0.000136339	0.00100595	0.0664694	0.000369575	0.0164572	0.000907851	0.00561936	0.011294	0.0611853	0.000286907	0.001	0.00100411	0.0042163	0.00286332	0.000367472	0.000217355	0.0040036	0.000190598	0.000905669	0.000142619	0.000905669	0.000273623	0.000949694	0.109426	0.00101622	0.00658815	0.0134868	0.0012235	0.001	0.00100767	0.00100764	0.000907738	0.177824	0.000905623	0.0194913	0.00472506	0.000268527	0.000905228	0.000905782	0.00275517	0.0873139	0.00666265	0.00165514	0.000935954	0.000934103	0.0100497	0.00243024	0.0376796	0.0060552	0.000514796	0.000999934	0.0175849	0.0263358	0.00100604	0.000999789	0.00100631	0.0166918	0.00283312	0.000968633	0.00100691	0.000905547	0.0387345	0.115796	0.0249659	0.0433428	0.0034942	0.0196479	0.00555748	0.00256135	0.0608031	0.044996	0.0508697	0.0597505	0.0888887	0.0198156	0.0411983	0.00186512	0.00760114	0.001022	0.0169005	0.0167503	0.0467965	0.0264624	0.0583558	0.00230217	0.040101	0.00631693	0.0302568	0.0037403	0.0239112	0.00654684	0.00982407	0.00100917	0.017317	0.00102184	0.0332081	0.00421436	0.000999887	0.00101992	0.0127748	0.00694354	0.00102348	0.0010218	0.0312879	0.0172312	0.00417889	0.0157615	0.00181721	0.0375789	0.00101768	0.0104662	0.00101768	0.00584491	0.00100918	0.00102181	0.0265073	0.00162435	0.0037982	0.0160899	0.00101385	0.0033927	0.0010218	0.00447299	0.00102086	0.00100914	0.00235445	0.0014094	0.00159985	0.0144796	0.00101903	0.00100921	0.00102232	0.0032146	0.00114351	0.00100912	0.00734538	0.00102145	0.000999878	0.001	0.00101769	0.00101768	0.00544871	0.00102121	0.00180798	0.00102086	0.00101767	0.00100913	0.00101928	0.00100919	0.000999868	0.00100913	0.00102231	0.00101977	
38300	-29959.7	-446.305	4.98712	0.131067	0.156346	0.00222403	0.000196316	0.000131957	0.000393153	0.000138315	0.000143027	0.000138353	0.000301781	0.00144977	0.000130816	0.000136723	0.00100878	0.0666567	0.000370616	0.0165035	0.000910408	0.00563519	0.0113258	0.0613577	0.000287715	0.00100282	0.00100621	0.00422818	0.00287138	0.000368508	0.000217967	0.00401488	0.000191135	0.00090822	0.000143021	0.000908221	0.000274394	0.00100293	0.109734	0.00101909	0.00660671	0.0135248	0.00122695	0.00100282	0.0010105	0.00101048	0.00100303	0.167308	0.000908174	0.0195462	0.00473837	0.000269284	0.000907778	0.000908333	0.00276293	0.0875599	0.00668142	0.0016598	0.000938591	0.00100288	0.010078	0.00243708	0.0377858	0.00607226	0.000516246	0.00100275	0.0176345	0.02641	0.00100888	0.00100621	0.00100914	0.0105293	0.0028411	0.000971362	0.00100975	0.000908098	0.0388436	0.116122	0.0250362	0.0576617	0.00350405	0.0197032	0.00544461	0.00250933	0.0595683	0.0440821	0.0498366	0.058537	0.0870835	0.0194132	0.0403616	0.00182725	0.00744677	0.00100124	0.0165573	0.0164101	0.0458461	0.0259249	0.0785271	0.00225542	0.0392866	0.00445246	0.0296423	0.00366434	0.0234256	0.00641388	0.00962456	0.000988677	0.0169653	0.00100109	0.0325337	0.00412877	0.000979581	0.000978655	0.0125153	0.00680252	0.00100269	0.001	0.0306525	0.0168812	0.00409402	0.0154414	0.00178031	0.0368158	0.000997014	0.0102537	0.000997011	0.0057262	0.000988689	0.00100106	0.0259689	0.00159136	0.00372106	0.0157631	0.000993262	0.00332379	0.00100104	0.00438215	0.00100013	0.000988646	0.00230664	0.00138078	0.00156736	0.0141856	0.000998337	0.000988709	0.00100156	0.00314931	0.00112029	0.000988622	0.0079507	0.00100071	0.000978676	0.000979691	0.000997017	0.000997008	0.00533806	0.001	0.00177126	0.00100013	0.000997005	0.000978645	0.000998584	0.000978645	0.000979561	0.000988634	0.000978687	0.000999064	
38400	-29979.6	-445.845	4.88826	0.131067	0.156346	0.00218977	0.000193291	0.000129924	0.000387096	0.000136184	0.000140824	0.000136222	0.000297131	0.00142743	0.0001288	0.000134616	0.000993239	0.0656297	0.000364906	0.0162492	0.000896382	0.00554837	0.0111513	0.0604124	0.000283282	0.000987367	0.000990707	0.00416304	0.00282714	0.00036283	0.000214609	0.00395303	0.000188191	0.000894227	0.000140817	0.000894228	0.000270166	0.000987482	0.108044	0.00100338	0.00650492	0.0133164	0.00120805	0.000987367	0.000999987	0.000994909	0.000987573	0.16473	0.000894182	0.0192451	0.00466537	0.000265135	0.000893792	0.000894339	0.00272036	0.0862109	0.00657848	0.00374915	0.00092413	0.001	0.00992277	0.00239954	0.0372036	0.0192437	0.000508292	0.000987302	0.0173628	0.0260031	0.000993336	0.000999982	0.000993593	0.0103671	0.00279733	0.000956397	0.000994195	0.000894107	0.0382452	0.114333	0.0246505	0.0567733	0.00345006	0.0193996	0.00541728	0.00249673	0.0645021	0.0438609	0.0495864	0.0582432	0.0866464	0.0193157	0.0406315	0.00181807	0.00740939	0.000996217	0.0164741	0.0163277	0.045616	0.0257948	0.0781329	0.00224409	0.0390894	0.00443011	0.0294935	0.00364594	0.023308	0.00638168	0.00957624	0.000983714	0.0168801	0.000996065	0.0323704	0.00410805	0.000974663	0.000973743	0.0124525	0.00676837	0.000997659	0.00099498	0.0304986	0.0167965	0.00407347	0.0153639	0.00177137	0.0366309	0.000992009	0.0102022	0.000992006	0.00569746	0.000983726	0.000996037	0.0258386	0.00158338	0.00370238	0.015684	0.000988276	0.00330711	0.00099602	0.00436015	0.000995109	0.000983683	0.00229506	0.00137385	0.000994295	0.0141144	0.000993326	0.000983746	0.000996529	0.0031335	0.000994295	0.00098366	0.00791079	0.000995684	0.000973763	0.000974773	0.000992012	0.000992003	0.00531126	0.000994981	0.00176237	0.000995109	0.000992001	0.000973732	0.000993571	0.000973733	0.000974644	0.000983671	0.000973774	0.000994049	
38500	-30011.6	-443.288	4.5796	0.131067	0.156346	0.00210508	0.000185816	0.000124899	0.000372125	0.000130918	0.000135377	0.000130954	0.00028564	0.00137223	0.000123819	0.00012941	0.000954825	0.0630915	0.000350793	0.0156208	0.000861715	0.00533379	0.0107201	0.0580759	0.000272326	0.001	0.000952392	0.00400204	0.00271781	0.000348798	0.000206309	0.00380015	0.000180912	0.000859643	0.000135371	0.000859644	0.000259718	0.000949291	0.103865	0.000999949	0.00625335	0.0128014	0.00605972	0.000949181	0.000961313	0.000956432	0.000949379	0.158359	0.0008596	0.0185008	0.00448494	0.000254881	0.000859225	0.000859751	0.00261515	0.111141	0.00632406	0.00360416	0.00088839	0.000961325	0.00953901	0.00230673	0.0357648	0.0184994	0.000488634	0.000949118	0.0166913	0.0249975	0.000954919	0.000961308	0.000989624	0.00996615	0.00268915	0.000919408	0.000955744	0.000859528	0.0367661	0.115303	0.0236972	0.0545776	0.00331663	0.0186494	0.00541695	0.00249658	0.0644982	0.0438582	0.0495834	0.0582396	0.0866411	0.0193145	0.040629	0.00181796	0.00740894	0.000996156	0.0164731	0.0163267	0.0456132	0.0257932	0.0781282	0.00224396	0.039087	0.00442984	0.0294917	0.00364572	0.0233065	0.00638129	0.00957566	0.000983654	0.0168791	0.000996005	0.0323684	0.0041078	0.000974604	0.000973683	0.0124518	0.00676796	0.000997598	0.00099492	0.0304968	0.0167955	0.00407322	0.0153629	0.00177126	0.0366287	0.000999947	0.0102016	0.000991946	0.00569711	0.000983666	0.000995977	0.025837	0.00158328	0.00370216	0.0156831	0.001	0.00330691	0.000995959	0.00435989	0.000995049	0.000983623	0.00229492	0.00137377	0.000994235	0.0141135	0.000999988	0.000983687	0.000996468	0.00313331	0.000994234	0.0009836	0.00791031	0.000995623	0.000973704	0.000974714	0.000991952	0.000991943	0.00531094	0.000994921	0.00176226	0.000995048	0.000999955	0.000973673	0.000993511	0.000999981	0.000974585	0.000983611	0.000973715	0.000993989	
38600	-30029.7	-446.194	4.81726	0.131067	0.156346	0.00207769	0.000183398	0.000123274	0.000367284	0.000129214	0.000133616	0.00012925	0.000281924	0.00135438	0.000122208	0.000127726	0.000990505	0.0622707	0.00034623	0.0154176	0.000850504	0.0052644	0.0105806	0.0573204	0.000268784	0.00098699	0.00099316	0.00986027	0.00268245	0.00034426	0.000203625	0.00375071	0.000178559	0.00084846	0.00013361	0.00084846	0.000256339	0.000990558	0.102514	0.00098694	0.00617199	0.0126348	0.00598088	0.000936832	0.00101679	0.000943989	0.000937028	0.156299	0.000987129	0.0182601	0.00442659	0.000251565	0.000848047	0.000848565	0.00258113	0.109695	0.00624178	0.00355727	0.000876832	0.000948819	0.00656926	0.00227672	0.0352995	0.0182587	0.000482277	0.00093677	0.0164741	0.0246723	0.000942495	0.000948802	0.000976749	0.00983649	0.00265416	0.000907447	0.00094331	0.000990457	0.0457292	0.113803	0.0233889	0.0538676	0.00327348	0.0184067	0.00547553	0.00252358	0.0651957	0.0443325	0.0382673	0.0588694	0.087578	0.0195234	0.0410684	0.00183762	0.00748906	0.00100693	0.0166513	0.0165033	0.0461064	0.0260722	0.0789731	0.00226822	0.0395097	0.00447774	0.0298106	0.00368515	0.0235586	0.0064503	0.00967921	0.000994292	0.0170616	0.00100678	0.0327185	0.00415222	0.000985143	0.00193966	0.0125864	0.00684115	0.00100839	0.00100568	0.0308266	0.0169771	0.00411727	0.0155291	0.00179042	0.0370248	0.00101076	0.0103119	0.00100267	0.00575872	0.000994304	0.000999071	0.0261164	0.0016004	0.00374219	0.0158527	0.00101081	0.00334267	0.00100673	0.00440703	0.00100581	0.00101083	0.00231974	0.00138862	0.00100499	0.0142661	0.0010108	0.00101094	0.00101083	0.0031672	0.00100499	0.00101085	0.00799585	0.00100639	0.000984233	0.000985254	0.00100268	0.00100267	0.00536837	0.00100568	0.00178132	0.00100581	0.00101077	0.000984202	0.000999083	0.0010108	0.00101088	0.0010109	0.000984244	0.00100474	
38700	-30011.7	-445.841	4.81726	0.131067	0.156346	0.0019045	0.00016811	0.000112998	0.000336667	0.000118443	0.000122478	0.000118476	0.000258423	0.00124148	0.000112021	0.000117079	0.000907937	0.0570799	0.000317368	0.0141324	0.000779607	0.00482556	0.0096986	0.0525422	0.000246378	0.000926525	0.000910371	0.0097859	0.00245884	0.000315563	0.000186651	0.00343805	0.000163674	0.000777733	0.000122473	0.000777733	0.000234971	0.000907986	0.170272	0.000904669	0.0056575	0.0115816	0.00268991	0.000858739	0.000922802	0.000865298	0.000858918	0.14327	0.000904843	0.0167379	0.00405759	0.000230595	0.000777354	0.000923696	0.00236597	0.100551	0.00572147	0.00326073	0.00080374	0.000869726	0.00602165	0.00208694	0.032357	0.0167367	0.000442075	0.000858682	0.0151009	0.0352703	0.00086393	0.000869711	0.000895328	0.00530334	0.00243291	0.000831803	0.000864677	0.000907893	0.0419173	0.104316	0.0214392	0.0493772	0.00300061	0.0168724	0.0054755	0.00252357	0.0651954	0.0443322	0.0382671	0.0588692	0.0875776	0.0195233	0.0410682	0.00183761	0.00748902	0.00100692	0.0166512	0.0165032	0.0461062	0.026072	0.0789727	0.00226821	0.0395095	0.00447772	0.0298105	0.00368513	0.0235585	0.00645027	0.00967916	0.000994287	0.0170615	0.00100677	0.0327183	0.0041522	0.000985139	0.00193965	0.0125863	0.00684112	0.00100838	0.00100567	0.0308264	0.016977	0.00411725	0.015529	0.00179041	0.0370246	0.00101076	0.0103118	0.00100267	0.00575869	0.000994299	0.000999066	0.0261163	0.00160039	0.00374218	0.0158526	0.00101081	0.00334265	0.00100672	0.00440701	0.0010058	0.00101083	0.00231972	0.00138862	0.00100498	0.014266	0.0010108	0.00101094	0.00101083	0.00316718	0.00100498	0.001	0.00799581	0.00100639	0.000984228	0.00098525	0.00100267	0.00100266	0.00536834	0.00100567	0.00178131	0.0010058	0.00101076	0.00100001	0.000999078	0.00101079	0.00101088	0.00101089	0.000984239	0.00100473	
38800	-30012.8	-445.591	4.81726	0.129126	0.15403	0.0019509	0.000172207	0.000115752	0.000344871	0.000121329	0.000125462	0.000121363	0.00026472	0.00127173	0.000114751	0.000119932	0.000930061	0.0584707	0.000325102	0.013249	0.00101366	0.00494315	0.00993493	0.0538225	0.000252381	0.000949102	0.000932554	0.0100244	0.00251876	0.000323252	0.000191199	0.00352183	0.000167663	0.000796684	0.000125457	0.000796684	0.000240696	0.000930111	0.174421	0.000926714	0.00579536	0.0118638	0.00275545	0.000879664	0.000945289	0.000886383	0.000879847	0.146761	0.000926891	0.0171458	0.00415647	0.000236214	0.000796296	0.000946204	0.00242362	0.093761	0.00586089	0.00334019	0.000823325	0.00142807	0.00616838	0.001	0.0331454	0.0171445	0.000452847	0.00101526	0.0154688	0.0361297	0.000884981	0.00101379	0.000917145	0.00543256	0.00249219	0.000852072	0.000885746	0.000930016	0.0429387	0.0930857	0.0219616	0.0505804	0.00307372	0.0172835	0.00691919	0.00252207	0.0651568	0.044306	0.0382444	0.0588343	0.0875258	0.0195118	0.0410439	0.00183653	0.00748459	0.00100633	0.0166413	0.0164934	0.0460789	0.0260566	0.0789259	0.00226687	0.0394861	0.00447507	0.0297928	0.00368295	0.0235445	0.00644645	0.00967344	0.000998553	0.0170514	0.00100617	0.0326989	0.00414974	0.000984556	0.0019385	0.0125789	0.00683707	0.00100778	0.00100508	0.0308082	0.016967	0.00411481	0.0155198	0.00178935	0.0370027	0.00101016	0.00903876	0.000998125	0.00575529	0.00099371	0.000998475	0.0261008	0.00159945	0.00373996	0.0158432	0.00101021	0.00334067	0.00100613	0.00440441	0.000998554	0.00101023	0.00231835	0.00134468	0.00100439	0.0142576	0.0010102	0.00101034	0.00101023	0.00316531	0.000998548	0.000999408	0.00799108	0.00100579	0.000983646	0.000984667	0.00100208	0.00100207	0.00536517	0.00100508	0.00178025	0.00148363	0.000998125	0.000999419	0.000998487	0.00101019	0.00101028	0.00101029	0.000983657	0.00100414	
38900	-30029.7	-446.605	4.86574	0.129126	0.15403	0.00189129	0.000166944	0.000112215	0.000334332	0.000117622	0.000121628	0.000117654	0.00025663	0.00123286	0.000111244	0.000116267	0.000901639	0.0869703	0.000315167	0.0128441	0.000982687	0.00479209	0.00963133	0.0521777	0.000244669	0.000920098	0.000904057	0.00971802	0.00244179	0.000313374	0.000185356	0.0034142	0.000162539	0.000772338	0.000121623	0.000772339	0.000233341	0.000901688	0.169091	0.000898394	0.00561826	0.0115013	0.00267125	0.000852782	0.000916402	0.000859296	0.00085296	0.142276	0.000898566	0.0166218	0.00402945	0.000228995	0.000771962	0.000917289	0.00234956	0.0908957	0.00568179	0.00323812	0.000798165	0.00138443	0.00597988	0.000969441	0.0321325	0.0166206	0.000439009	0.000984238	0.0149961	0.0350257	0.00101596	0.000982806	0.000889118	0.00526655	0.00241604	0.000826033	0.000858679	0.00101608	0.0416265	0.0902412	0.0212905	0.0490347	0.00297979	0.0167553	0.00690402	0.00251654	0.0650139	0.0442089	0.0381606	0.0587053	0.0873338	0.019469	0.0409539	0.0018325	0.00746818	0.00100412	0.0166049	0.0164572	0.0459779	0.0259995	0.0787529	0.0022619	0.0393995	0.00446526	0.0297275	0.00367487	0.0234929	0.00643232	0.00965223	0.000996363	0.017014	0.00100397	0.0326272	0.00414064	0.00321692	0.00193425	0.0125513	0.00682208	0.000997762	0.00100287	0.0307406	0.0169298	0.00410579	0.0154858	0.00178542	0.0369216	0.00100794	0.00901894	0.000995937	0.00574267	0.000991531	0.000996286	0.0260436	0.00159594	0.00373176	0.0158085	0.001008	0.00333335	0.000997791	0.00439475	0.000996364	0.001	0.00231327	0.00134173	0.00100218	0.0142263	0.001	0.00100812	0.000997781	0.00315837	0.000996359	0.000997217	0.00797356	0.00100358	0.000981489	0.000997778	0.000999883	0.000999874	0.0053534	0.00100288	0.00177635	0.00148037	0.000995937	0.000997228	0.00100001	0.000997763	0.00100806	0.000997763	0.0009815	0.00100194	
39000	-30035.8	-446.938	4.8814	0.129126	0.15403	0.00188668	0.000166538	0.000111941	0.000333518	0.000117335	0.000121332	0.000117368	0.000256006	0.00122986	0.000110973	0.000115984	0.000899445	0.0867587	0.0003144	0.0128129	0.000980295	0.00478043	0.00960789	0.0520507	0.000244073	0.000917859	0.000901856	0.00969437	0.00243584	0.000312611	0.000184905	0.00407487	0.000162143	0.000770458	0.000121327	0.000770459	0.000232773	0.000899494	0.16868	0.000896208	0.00560458	0.0114733	0.00266475	0.000850706	0.000914171	0.000857205	0.000850884	0.14193	0.000896379	0.0155056	0.00401964	0.000228438	0.000770083	0.000915056	0.00234384	0.0906745	0.00566796	0.00323024	0.000796222	0.00138106	0.00596533	0.000967081	0.0320543	0.0165802	0.00043794	0.000981842	0.0149596	0.0349404	0.00101349	0.000980414	0.000886954	0.00525373	0.00241016	0.000824023	0.000856589	0.00099755	0.0415252	0.0900215	0.0212387	0.0489154	0.00297254	0.0195715	0.00689342	0.00251268	0.0649141	0.044141	0.038102	0.0586152	0.0871998	0.0194391	0.040891	0.00182969	0.00745672	0.000998453	0.0165794	0.016432	0.0459073	0.0259596	0.078632	0.00225843	0.0393391	0.00445841	0.0296819	0.00366923	0.0248107	0.00642245	0.00963741	0.000994834	0.0169879	0.00100243	0.0325772	0.00413429	0.00321198	0.00193128	0.0125321	0.00681161	0.000996231	0.00100134	0.0306934	0.0169038	0.00409949	0.015462	0.00178268	0.0368649	0.000998457	0.0090051	0.000994408	0.00573385	0.00099001	0.000994757	0.0260036	0.00159349	0.00372603	0.0157842	0.00100645	0.00332823	0.000999809	0.004388	0.000994835	0.00099847	0.00230972	0.00133967	0.00100065	0.0142045	0.000998465	0.00100657	0.000996249	0.00315352	0.00099483	0.000995687	0.00796132	0.00100204	0.000979983	0.00118705	0.000998349	0.00099834	0.00534519	0.000999806	0.00177362	0.0014781	0.000994408	0.000995697	0.000998473	0.000996231	0.00100652	0.000996231	0.000979994	0.0010004	
