Gen	lnL	lnP	TL	Insertion	Deletion	R[1-1]	R[1-2]	R[1-3]	R[1-4]	R[1-5]	R[1-6]	R[1-7]	R[1-8]	R[1-9]	R[1-10]	R[1-11]	R[1-12]	R[2-2]	R[2-3]	R[2-4]	R[2-5]	R[2-6]	R[2-7]	R[2-8]	R[2-9]	R[2-10]	R[2-11]	R[2-12]	R[3-3]	R[3-4]	R[3-5]	R[3-6]	R[3-7]	R[3-8]	R[3-9]	R[3-10]	R[3-11]	R[3-12]	R[4-4]	R[4-5]	R[4-6]	R[4-7]	R[4-8]	R[4-9]	R[4-10]	R[4-11]	R[4-12]	R[5-5]	R[5-6]	R[5-7]	R[5-8]	R[5-9]	R[5-10]	R[5-11]	R[5-12]	R[6-6]	R[6-7]	R[6-8]	R[6-9]	R[6-10]	R[6-11]	R[6-12]	R[7-7]	R[7-8]	R[7-9]	R[7-10]	R[7-11]	R[7-12]	R[8-9]	R[8-10]	R[8-11]	R[8-12]	R[9-9]	R[9-10]	R[9-11]	R[9-12]	R[10-10]	R[10-11]	R[10-12]	R[11-11]	R[11-12]	R[12-12]	F[0]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	F[45]	F[46]	F[47]	F[48]	F[49]	F[50]	F[51]	F[52]	F[53]	F[54]	F[55]	F[56]	F[57]	F[58]	F[59]	F[60]	F[61]	F[62]	F[63]	F[64]	F[65]	F[66]	F[67]	F[68]	F[69]	F[70]	F[71]	F[72]	F[73]	F[74]	F[75]	F[76]	F[77]	F[78]	F[79]	F[80]	F[81]	F[82]	F[83]	F[84]	F[85]	
39100	-30055.4	-447.82	4.8814	0.129126	0.15403	0.00186826	0.000164912	0.000110848	0.000330261	0.000116189	0.000120147	0.000116221	0.000253505	0.00121785	0.00010989	0.000114851	0.000890661	0.0859114	0.000311329	0.0126877	0.000970722	0.00473374	0.00951406	0.0515424	0.00024169	0.000908895	0.000893049	0.00959969	0.00241205	0.000309558	0.0001831	0.00403508	0.00016056	0.000762934	0.000120142	0.000762934	0.000230499	0.000890709	0.167032	0.000887455	0.0060313	0.0113612	0.00263872	0.000842398	0.00100037	0.000848833	0.000842574	0.150101	0.000887625	0.0153542	0.00398039	0.000226207	0.000762562	0.00090612	0.00232095	0.0897889	0.0056126	0.00319869	0.000788446	0.001	0.00590707	0.000957637	0.0317413	0.0164182	0.000433663	0.000972253	0.0148135	0.0345992	0.00100359	0.000970839	0.000878291	0.00520242	0.00238662	0.000815975	0.000848223	0.000987808	0.0411197	0.0891423	0.0210312	0.0484376	0.00294351	0.0193803	0.00876355	0.00251131	0.0648788	0.0447839	0.0380813	0.0585833	0.0871524	0.0194285	0.0408688	0.00182869	0.00745266	0.00100015	0.0165704	0.0164231	0.0458824	0.0259455	0.0785893	0.0022572	0.0393177	0.00445598	0.0296658	0.00366724	0.0247972	0.00641895	0.00963217	0.000994293	0.0169787	0.00100188	0.0325594	0.00413204	0.00321023	0.00193023	0.0125252	0.0068079	0.00099569	0.00100079	0.0306767	0.0168946	0.00409726	0.0154536	0.00178171	0.0368449	0.000997914	0.00900021	0.000993868	0.00573073	0.000989471	0.000994216	0.0239655	0.00159262	0.00372401	0.0157756	0.0010059	0.00332642	0.000999266	0.00438562	0.000994294	0.000997927	0.00230846	0.00133894	0.0010001	0.0141968	0.00100015	0.00100202	0.000995708	0.0031518	0.00100013	0.000995145	0.00795699	0.0010015	0.00100015	0.0011864	0.000997806	0.000997797	0.00534228	0.000999262	0.00177266	0.0014773	0.000993868	0.000995156	0.00099793	0.00099569	0.00100597	0.00099569	0.000979461	0.000999855	
39200	-30071.9	-446.872	4.71605	0.129126	0.15403	0.00186234	0.000164389	0.000110497	0.000329215	0.000115821	0.000119767	0.000115853	0.000252703	0.001214	0.000109541	0.000114488	0.00088784	0.0856393	0.000310343	0.0126475	0.000967647	0.00471875	0.00948392	0.0513792	0.000240924	0.000906016	0.00089022	0.00956929	0.00240441	0.000308578	0.00018252	0.0040223	0.000160051	0.000997439	0.000119762	0.000760518	0.000229769	0.001	0.166503	0.000884644	0.0060122	0.0113252	0.00263037	0.00083973	0.000997199	0.000846145	0.000839906	0.149625	0.000884814	0.0156745	0.00396778	0.000225491	0.000760147	0.00090325	0.0023136	0.0895046	0.00559483	0.00318856	0.000785949	0.000996833	0.00588836	0.000954604	0.0460151	0.0163662	0.00043229	0.000969174	0.0147666	0.0344896	0.00100041	0.000967764	0.00087551	0.00518595	0.00237906	0.000813391	0.000845537	0.000984679	0.0409894	0.08886	0.00949631	0.0482842	0.00247744	0.0193189	0.00879838	0.0025213	0.0651367	0.0449618	0.0382327	0.0588162	0.0874988	0.0195058	0.0410312	0.00100092	0.00748229	0.00100413	0.0166362	0.0164883	0.0460647	0.0260486	0.0789016	0.00226617	0.039474	0.00447369	0.0297837	0.00368181	0.0248958	0.00644446	0.00967046	0.000998245	0.0170462	0.00100586	0.0326889	0.00414846	0.00100175	0.00193791	0.012575	0.00683496	0.000999647	0.00100477	0.0307987	0.0169617	0.00411354	0.015515	0.0017888	0.0369913	0.00100188	0.00903598	0.000997818	0.00575351	0.000993404	0.000998167	0.0240608	0.00159895	0.00373881	0.0158383	0.0010099	0.0024299	0.00100324	0.00440305	0.000998246	0.00100189	0.00231764	0.00134426	0.00100408	0.0142532	0.00100413	0.00100601	0.000999665	0.00316433	0.0010041	0.0009991	0.00798862	0.00100548	0.00100398	0.00119112	0.00100177	0.00100176	0.00536351	0.00100398	0.0017797	0.00148317	0.000997818	0.000999111	0.0010019	0.000999647	0.00100091	0.000999647	0.000983354	0.00100383	
39300	-30088.6	-448.793	4.83762	0.129126	0.15403	0.0018689	0.000164969	0.000110887	0.000330376	0.00011623	0.000120189	0.000116262	0.000253593	0.00121827	0.000109928	0.000114891	0.000890969	0.0859411	0.000311437	0.0126921	0.000971058	0.00473538	0.00951735	0.0515603	0.000241774	0.00090921	0.000893358	0.00960301	0.00241289	0.000309665	0.000183163	0.00403648	0.000160615	0.00100095	0.000120184	0.000763199	0.000230579	0.00100352	0.16709	0.000999989	0.00603339	0.0113652	0.00263964	0.00084269	0.00100071	0.000849127	0.000842866	0.150153	0.00100364	0.0157297	0.00398176	0.000226285	0.000762826	0.000906433	0.00271533	0.08982	0.00561455	0.0031998	0.000788719	0.000999988	0.00590912	0.000957968	0.0461772	0.0122662	0.000433813	0.00097259	0.0148186	0.0346112	0.00100394	0.000971176	0.000878596	0.00520423	0.00238744	0.000816258	0.000848517	0.001	0.0411339	0.0891732	0.00952978	0.0484544	0.00248617	0.019387	0.00882975	0.00253029	0.065369	0.0451222	0.038369	0.0590259	0.0878108	0.0195753	0.0411775	0.00100449	0.00750897	0.00100771	0.0166955	0.0165471	0.046229	0.0261415	0.079183	0.00227425	0.0396147	0.00448965	0.0298899	0.00369494	0.0249846	0.00646745	0.00970494	0.00100181	0.017107	0.00100945	0.0328054	0.00416326	0.00100533	0.00194482	0.0120493	0.00685933	0.00100301	0.00100835	0.0309085	0.0170222	0.00412821	0.0155703	0.00179518	0.0371232	0.00100545	0.0090682	0.00100138	0.00577403	0.000996947	0.00100173	0.0241466	0.00160465	0.00375214	0.0158948	0.0010135	0.00243857	0.00100681	0.00441875	0.00100181	0.00100547	0.0023259	0.00134906	0.00100766	0.0112926	0.00100771	0.00100959	0.00100323	0.00317562	0.00100768	0.00100266	0.0080171	0.00100907	0.00100756	0.00119537	0.00100534	0.00100301	0.00538264	0.00100756	0.00178605	0.00148846	0.00100301	0.00100267	0.00100547	0.00100321	0.00100448	0.00100321	0.00100358	0.00100741	
39400	-30101	-449.146	4.83762	0.129126	0.15403	0.00185519	0.000163758	0.000110073	0.000327951	0.000115377	0.000119307	0.000115408	0.000251732	0.00120933	0.000109121	0.000114048	0.00088443	0.0853104	0.000309151	0.012599	0.000963931	0.00470063	0.0094475	0.0511818	0.000239999	0.000902537	0.000886801	0.00953254	0.00239518	0.000307393	0.000181819	0.00400685	0.000159437	0.000993608	0.000119302	0.000757597	0.000228887	0.00099616	0.165864	0.00099265	0.00598911	0.0112818	0.00262027	0.000836505	0.00099337	0.000842895	0.00083668	0.149051	0.000996275	0.0156143	0.00395254	0.000224625	0.000757228	0.000899781	0.00269541	0.0891608	0.00557334	0.00317631	0.000782931	0.000992649	0.00586575	0.000950938	0.0458383	0.0121762	0.000430629	0.000965452	0.0147099	0.0343571	0.000996571	0.000964048	0.000872148	0.00516603	0.00236992	0.000810267	0.00084229	0.000992661	0.040832	0.0973346	0.00945984	0.0480988	0.000991184	0.0192448	0.00884495	0.00253464	0.0654815	0.0451998	0.038435	0.0591275	0.0879619	0.019609	0.0412484	0.00100622	0.00752189	0.00100944	0.0167243	0.0165756	0.0463086	0.0261865	0.0793193	0.00227817	0.0396829	0.00449737	0.0299413	0.0037013	0.0224295	0.00647858	0.00972164	0.00100353	0.0171364	0.00101119	0.0328619	0.00417042	0.00100706	0.00194816	0.0120701	0.00687114	0.00100474	0.00101009	0.0309617	0.0170515	0.00413532	0.0155971	0.00179826	0.0371871	0.00100718	0.00908381	0.0010031	0.00578397	0.001	0.00100345	0.0241881	0.00160742	0.0037586	0.0159222	0.00101525	0.00244276	0.00100855	0.00442635	0.00100353	0.0010072	0.00232991	0.00135138	0.00100939	0.0113121	0.00100944	0.00101133	0.00100496	0.00318108	0.00100942	0.00100439	0.0080309	0.0010108	0.00100929	0.00119742	0.00100707	0.00100474	0.00627532	0.00100929	0.00178913	0.00149102	0.00100474	0.000999999	0.0010072	0.00100172	0.00100621	0.00100494	0.00100531	0.00100914	
39500	-30102.7	-448.97	4.83762	0.129126	0.15403	0.0018615	0.000164315	0.000110447	0.000329066	0.000115769	0.000119712	0.000115801	0.000252588	0.00121344	0.000109492	0.000114436	0.00100584	0.0856004	0.000310202	0.0126418	0.000967208	0.00471661	0.0114602	0.0513559	0.000240815	0.000905605	0.000889816	0.00371669	0.00240332	0.000308438	0.000182437	0.00402047	0.000159979	0.000996986	0.000119707	0.000760173	0.000229665	0.000999546	0.166428	0.000996024	0.00600947	0.0113201	0.00262917	0.000839349	0.00100353	0.000845761	0.00100572	0.149558	0.000999662	0.0156674	0.00396598	0.000225388	0.000759802	0.00090284	0.00270457	0.089464	0.00559229	0.00318711	0.000785593	0.000996024	0.00588569	0.000954171	0.0459942	0.0122176	0.000432093	0.00100555	0.0147599	0.0344739	0.000999959	0.000967326	0.00100353	0.00518359	0.00237798	0.000813022	0.000845153	0.000996036	0.0409709	0.0976655	0.009492	0.0482623	0.00100585	0.0193102	0.00885154	0.00253653	0.0655302	0.0452335	0.0384637	0.0591715	0.0880274	0.0196236	0.0412791	0.001	0.00752749	0.00100001	0.0167367	0.0165879	0.046343	0.026206	0.0793783	0.00210292	0.0397124	0.00450072	0.0299636	0.00370406	0.0224462	0.0064834	0.00972888	0.00100428	0.0171492	0.00101194	0.0328864	0.00417353	0.00100781	0.00194961	0.0120791	0.00687626	0.00100549	0.00101084	0.0309848	0.0170642	0.0041384	0.0156088	0.0017996	0.0372148	0.00100793	0.00909057	0.00100385	0.00578827	0.00100074	0.0010042	0.0242061	0.00160861	0.0037614	0.015934	0.001016	0.00244458	0.0010093	0.00442965	0.00100072	0.00100073	0.00233164	0.00135239	0.00100072	0.0113205	0.0010102	0.00100003	0.0010057	0.00318345	0.00101017	0.00100514	0.00803688	0.00101155	0.00100002	0.00119831	0.00100782	0.00100074	0.00627999	0.00101004	0.00179046	0.00100003	0.00100005	0.00100074	0.00100795	0.00100246	0.00100696	0.00100569	0.00100003	0.00100989	
39600	-30094	-450.763	5.0875	0.129126	0.15403	0.00188872	0.000166718	0.000112063	0.000333879	0.000117462	0.000121464	0.000117495	0.000256283	0.00123119	0.000111093	0.00011611	0.00102055	0.0868525	0.00031474	0.0128267	0.000990129	0.0047856	0.0116278	0.0497627	0.000244338	0.000918852	0.00099013	0.00377105	0.00243848	0.000312949	0.000185105	0.00407928	0.000162319	0.00101157	0.000121458	0.000771293	0.000233025	0.00101417	0.181106	0.00101059	0.00609738	0.0114857	0.00266763	0.000851627	0.00101821	0.000858132	0.00102043	0.127503	0.00101428	0.0158965	0.00402399	0.000228685	0.000770916	0.000916046	0.00274413	0.0907726	0.00567409	0.00323373	0.000797084	0.00101059	0.00597178	0.000968128	0.046667	0.0123963	0.000438414	0.00102026	0.0149758	0.0349782	0.00101459	0.000981475	0.00100001	0.00490705	0.00241276	0.000824914	0.000857516	0.001	0.0415702	0.0990941	0.00963084	0.0489683	0.00102056	0.0195926	0.00880611	0.00252351	0.065194	0.0450014	0.0382663	0.0588679	0.0875757	0.0195229	0.0410673	0.000994868	0.00748886	0.000994875	0.0166508	0.0165028	0.0461052	0.0260715	0.078971	0.00209213	0.0395087	0.00447763	0.0298098	0.00368505	0.022331	0.00645013	0.00967896	0.000999123	0.0170612	0.000994855	0.0327176	0.00415211	0.00100263	0.00193961	0.0120171	0.00684097	0.00100033	0.00100565	0.0308258	0.0169767	0.00411716	0.0155287	0.00179037	0.0421705	0.00100276	0.00904392	0.000998695	0.00575857	0.000994867	0.000999045	0.0240819	0.00160036	0.0037421	0.0158522	0.00101079	0.00243204	0.00100412	0.00440692	0.000995585	0.000995597	0.00231968	0.00134545	0.000995588	0.0112624	0.00100501	0.000994902	0.00100054	0.00316711	0.00100499	0.000999979	0.00799564	0.00100636	0.000994886	0.00119216	0.00100265	0.000995605	0.00624776	0.00100486	0.00178127	0.000994896	0.000994914	0.000994868	0.00100278	0.00099732	0.001	0.00100053	0.000994896	0.00100471	
39700	-30100.2	-449.551	4.96631	0.129126	0.15403	0.00204154	0.000180207	0.00012113	0.000360894	0.000126966	0.000131291	0.000127001	0.000277019	0.00133081	0.000120082	0.000125504	0.00110312	0.0776514	0.000340206	0.0138645	0.00107024	0.00517281	0.0125686	0.0537891	0.000264107	0.000993197	0.00107024	0.00407617	0.00263578	0.00033827	0.000200082	0.00440934	0.000175452	0.00105115	0.000131286	0.000833698	0.000251879	0.00109622	0.144606	0.00109236	0.00659072	0.012415	0.00288347	0.000920533	0.0011006	0.000927564	0.00105402	0.13782	0.00109635	0.0171827	0.00434957	0.000247188	0.000833292	0.000990164	0.00296616	0.0846792	0.00613318	0.00349537	0.000861576	0.00109236	0.00645496	0.00104646	0.0504428	0.0133993	0.000473886	0.00110281	0.0161875	0.0378083	0.00109668	0.00106089	0.00108092	0.00530408	0.00260798	0.000891659	0.000926898	0.00108091	0.0449336	0.107112	0.0104101	0.0529303	0.00110314	0.0211779	0.00878639	0.00412879	0.065048	0.0449006	0.0381806	0.0587361	0.0873796	0.0194792	0.0409753	0.000992641	0.00747209	0.000992648	0.0166136	0.0164659	0.046002	0.0260131	0.0787942	0.00208744	0.0394202	0.00464067	0.0297431	0.0036768	0.022281	0.00643569	0.00965729	0.000996886	0.017023	0.00143868	0.0326443	0.00414281	0.00100039	0.00193527	0.0119902	0.00682565	0.000998088	0.0010034	0.0307567	0.0169386	0.00410794	0.0154939	0.00178636	0.0420761	0.00100052	0.00902367	0.000996459	0.00574568	0.000992639	0.000996808	0.024028	0.00159678	0.00373372	0.0158167	0.00100852	0.00242659	0.00100187	0.00439705	0.000993355	0.000993368	0.00231448	0.00134243	0.000993359	0.0112372	0.00100276	0.000992674	0.000998304	0.00316002	0.00100274	0.00099774	0.00797774	0.00100411	0.000992658	0.0011895	0.00100041	0.000993375	0.00623377	0.00100261	0.00177728	0.000992668	0.000992686	0.000999554	0.001	0.000997937	0.000997761	0.000998285	0.000992668	0.00100246	
39800	-30113.7	-449.727	4.96631	0.129126	0.15403	0.00204549	0.000180556	0.000121364	0.000361591	0.000127211	0.000131545	0.000127246	0.000277554	0.00133338	0.000120314	0.000125747	0.00110525	0.0778014	0.000340863	0.0138913	0.00107231	0.0051828	0.0125929	0.0538929	0.000264617	0.000995115	0.00107231	0.00408404	0.00264087	0.000338924	0.000200469	0.00441786	0.000175791	0.00100018	0.000131539	0.000835308	0.000252365	0.00109834	0.144886	0.00109447	0.00660345	0.012439	0.00288904	0.00092231	0.00100008	0.000929356	0.00105606	0.138086	0.00109847	0.0172159	0.00435798	0.000247666	0.000834901	0.001	0.00297189	0.0848427	0.00614503	0.00350212	0.00086324	0.00109447	0.00646743	0.00104848	0.0505402	0.0134252	0.000474801	0.00110494	0.0162188	0.0378813	0.00109879	0.00106294	0.000999992	0.0036137	0.00261302	0.000893381	0.000928688	0.001083	0.0450204	0.107319	0.0104302	0.0530326	0.00110527	0.0212188	0.00877109	0.0041216	0.0649347	0.0448224	0.0381141	0.0586338	0.0872274	0.0194453	0.040904	0.000990912	0.00745908	0.000998273	0.0165846	0.0164372	0.0459219	0.0259678	0.0786569	0.00208381	0.0393515	0.00463259	0.0296913	0.00367039	0.0222422	0.00642448	0.0113659	0.000995149	0.0169933	0.00143617	0.0325875	0.0041356	0.000998647	0.0019319	0.0119693	0.00681376	0.00099635	0.00100165	0.0307032	0.0169091	0.00410079	0.0154669	0.00178325	0.0420028	0.001	0.00900795	0.000994723	0.00573567	0.00099091	0.000995072	0.0239862	0.00159399	0.00372721	0.0157892	0.00100677	0.00242237	0.00100013	0.00438939	0.000991625	0.000991638	0.00231045	0.0013401	0.000991628	0.0112176	0.00100102	0.000990945	0.000996565	0.00315452	0.00100099	0.000996002	0.00796384	0.00100236	0.000990929	0.00118742	0.000998665	0.000991645	0.00622292	0.00100086	0.00177419	0.000998266	0.000990957	0.000998266	0.000998258	0.000996198	0.000996023	0.000996547	0.000990939	0.00100072	
39900	-30112.1	-449.551	4.96631	0.129126	0.15403	0.00208365	0.000183924	0.000123628	0.000368337	0.000129585	0.000133999	0.00012962	0.000282732	0.00135826	0.000122559	0.000128093	0.00112587	0.0718415	0.000347222	0.0141505	0.00109231	0.00527949	0.0128279	0.0548984	0.000269554	0.00101368	0.00109231	0.00416024	0.00269014	0.000345247	0.000204209	0.00450028	0.000179071	0.00101884	0.000133993	0.000850892	0.000257073	0.00101993	0.147589	0.00111489	0.00672665	0.0126711	0.00294294	0.000939517	0.00101873	0.000946694	0.00107576	0.128355	0.00111896	0.0175371	0.00443928	0.000252286	0.000850477	0.00101866	0.00302733	0.0864256	0.00625967	0.00356746	0.000879345	0.00111489	0.00658809	0.00101861	0.0514831	0.0136756	0.00048366	0.00100008	0.0165214	0.0385881	0.00111929	0.001	0.00101865	0.00368112	0.00266177	0.000910048	0.000946014	0.00252168	0.0458603	0.109321	0.0106248	0.054022	0.00112589	0.0216147	0.00873802	0.00410606	0.0646898	0.0446534	0.0379704	0.0584127	0.0902854	0.0193719	0.0407497	0.000987175	0.00743095	0.000994509	0.0165221	0.0163752	0.0457487	0.0258699	0.0783603	0.00207595	0.0392031	0.00461512	0.0295793	0.00365655	0.0221583	0.00640025	0.011323	0.000991397	0.0169292	0.00143075	0.0324646	0.00412	0.000994881	0.00192461	0.0119242	0.00678807	0.000999468	0.000997876	0.0305874	0.0168454	0.00408532	0.0154086	0.00230157	0.0418444	0.000996229	0.00897399	0.000990972	0.00571404	0.000999453	0.00099132	0.0238957	0.00158798	0.00371316	0.0157297	0.00100297	0.00241323	0.000996354	0.00437284	0.000987886	0.000987899	0.00230174	0.00133504	0.000999465	0.0111753	0.00099724	0.000987208	0.000999475	0.00314262	0.000997215	0.000992246	0.00793381	0.000998582	0.000987192	0.000996051	0.000994899	0.000996238	0.00619945	0.000997088	0.0017675	0.000994501	0.00098722	0.000994502	0.000994494	0.000992442	0.000992267	0.000992789	0.000987202	0.000996942	
40000	-30094.4	-449.022	4.96631	0.129126	0.15403	0.00206153	0.000181972	0.000122315	0.000364426	0.000128209	0.000132576	0.000128244	0.00027973	0.00134384	0.000121257	0.000126733	0.001	0.0710789	0.000343536	0.0140003	0.00108072	0.00522344	0.0126917	0.0543156	0.000266692	0.00098937	0.00100026	0.00411607	0.00266158	0.000341581	0.000202041	0.0044525	0.00017717	0.00100802	0.000132571	0.000841859	0.000254344	0.0010091	0.146022	0.001	0.00665523	0.0125365	0.0029117	0.000929543	0.00100792	0.00100022	0.00106434	0.126993	0.00110708	0.0173509	0.00439215	0.000249608	0.000841449	0.00100784	0.0029952	0.0855081	0.00619322	0.00352959	0.00087001	0.00110305	0.00651815	0.00100779	0.0536655	0.0135305	0.000478525	0.000989466	0.016346	0.0381784	0.00100015	0.000989384	0.00100783	0.0118839	0.00263351	0.000900387	0.000935971	0.00249491	0.0453735	0.10816	0.010512	0.0534485	0.00111393	0.0213852	0.0086789	0.00407828	0.0642522	0.0443513	0.0377135	0.0580175	0.0896745	0.0192409	0.040474	0.00099232	0.00738068	0.000987781	0.0164103	0.0162644	0.0454392	0.0256948	0.0778302	0.0020619	0.0389379	0.00458389	0.0293792	0.00363182	0.0220084	0.00635695	0.0112464	0.000984689	0.0168147	0.00142107	0.0322449	0.00409213	0.000991832	0.00191159	0.0118435	0.00674214	0.000992706	0.000991124	0.0303804	0.0167314	0.00405768	0.0153043	0.002286	0.0415613	0.000989489	0.00891327	0.000984268	0.00567538	0.000992691	0.000984613	0.0314139	0.00157724	0.00368804	0.0156232	0.000996185	0.0023969	0.000989613	0.00434326	0.000981202	0.000981215	0.00274726	0.00195622	0.000991831	0.0110997	0.000990493	0.000992308	0.000992713	0.00312136	0.000990468	0.000985533	0.00788013	0.000991826	0.000980513	0.000989312	0.000988168	0.000989497	0.00412153	0.000990342	0.00175554	0.000987773	0.000980541	0.000987773	0.000991835	0.000985727	0.000985554	0.000986072	0.000980523	0.000990197	
40100	-30062.2	-446.45	4.74441	0.129126	0.15403	0.00193661	0.000170945	0.000114904	0.000342344	0.00012044	0.000124543	0.000120473	0.00026278	0.00237858	0.00011391	0.000119053	0.00096378	0.102992	0.000322719	0.0190822	0.00101523	0.00490693	0.0119226	0.0510243	0.000250532	0.000929419	0.000939649	0.00386666	0.00328629	0.000320883	0.000189798	0.0041827	0.000166434	0.00094694	0.000124537	0.000790846	0.000238932	0.000947952	0.137174	0.000939404	0.00625196	0.0117769	0.00273526	0.000873217	0.000946843	0.000941308	0.000999846	0.119297	0.00104	0.0162995	0.00412601	0.000234483	0.000790461	0.000946772	0.0028137	0.0803267	0.00374614	0.00331571	0.000817291	0.00103621	0.00612318	0.000946726	0.0504136	0.0127106	0.000449529	0.000929509	0.0153555	0.035865	0.000939549	0.000929432	0.000946764	0.0111638	0.00247393	0.000845827	0.000879256	0.00234373	0.042624	0.101606	0.0284634	0.0502097	0.00104643	0.0200893	0.00875088	0.0041121	0.0647851	0.0447191	0.0380263	0.0584987	0.0904183	0.0194005	0.0408097	0.00100055	0.00744189	0.000995973	0.0165464	0.0163993	0.0458161	0.025908	0.0784757	0.00207901	0.0392609	0.00462191	0.0296229	0.00366194	0.0221909	0.00640968	0.0113397	0.000992856	0.0169541	0.00143286	0.0325124	0.00412607	0.001	0.00192744	0.0119417	0.00679806	0.00100094	0.000999345	0.0306324	0.0168702	0.00409134	0.0154313	0.00230496	0.032548	0.00100936	0.0089872	0.000992431	0.00572245	0.00100092	0.000992779	0.0316745	0.00159032	0.00371863	0.0157528	0.00100934	0.00342495	0.000997821	0.00437928	0.00098934	0.00100932	0.00277005	0.00197244	0.00100006	0.0111918	0.000998709	0.00100933	0.00100095	0.00314725	0.00100935	0.000993707	0.00794549	0.00100005	0.000988646	0.000997517	0.000996364	0.000997704	0.00415571	0.000998555	0.0017701	0.000995965	0.000988673	0.000995966	0.00100006	0.000993903	0.000993728	0.000994251	0.000988655	0.00099841	
40200	-30060.6	-447.905	4.88987	0.129126	0.15403	0.00193293	0.000170621	0.000114686	0.000341695	0.000120212	0.000124307	0.000120245	0.000262282	0.00237406	0.000113694	0.000118827	0.000961952	0.102797	0.000322107	0.019046	0.000998088	0.00489762	0.0119	0.0509275	0.000250057	0.000927656	0.000937867	0.00385932	0.00328006	0.000320275	0.000189438	0.00417477	0.000166118	0.000945144	0.000124301	0.000789346	0.000238479	0.000946154	0.140926	0.000937623	0.0062401	0.0117545	0.00100084	0.00100097	0.000945047	0.000939523	0.00099795	0.119071	0.00103803	0.0162686	0.00411818	0.000234038	0.000788961	0.000944976	0.00280836	0.0801743	0.00373903	0.00330942	0.000815741	0.00103425	0.00657905	0.00094493	0.050318	0.0126865	0.000448676	0.000927746	0.0153263	0.035797	0.000937766	0.001	0.000944968	0.0111426	0.00246924	0.000844223	0.000877588	0.00129912	0.0425432	0.101414	0.0284095	0.0501145	0.00104445	0.0200512	0.00875752	0.00411522	0.0648342	0.044753	0.0380551	0.058543	0.0904869	0.0194152	0.0408406	0.00100131	0.00744754	0.000996728	0.016559	0.0164118	0.0458508	0.0259276	0.0785352	0.00208058	0.0392906	0.00462542	0.0296453	0.00366471	0.0222077	0.00641454	0.0113483	0.000993609	0.016967	0.00143395	0.032537	0.0041292	0.00100076	0.00192891	0.0119508	0.00680322	0.0010017	0.0010001	0.0321283	0.0146257	0.00409444	0.015443	0.00230671	0.0325726	0.00101012	0.00899401	0.00100224	0.00572679	0.00100168	0.000993532	0.0316985	0.00159153	0.00372145	0.0157648	0.0010101	0.00342754	0.00100225	0.0043826	0.00099009	0.00101009	0.00277215	0.00197394	0.00100082	0.0112002	0.000999466	0.0010101	0.00100171	0.00314964	0.00101011	0.00099446	0.00795151	0.00100081	0.000989395	0.000999995	0.000999993	0.000998461	0.00415886	0.000999313	0.00177144	0.000996721	0.000989423	0.00100076	0.00100082	0.000994657	0.000994481	0.001	0.000989405	0.000999167	
