Gen	lnL	lnP	TL	Insertion	Deletion	R[0-0]	R[0-1]	R[0-2]	R[0-3]	R[0-4]	R[1-1]	R[1-2]	R[1-3]	R[1-4]	R[2-2]	R[2-3]	R[2-4]	R[3-3]	R[3-4]	R[4-4]	F[0]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	F[45]	F[46]	F[47]	F[48]	F[49]	F[50]	F[51]	F[52]	F[53]	F[54]	F[55]	F[56]	F[57]	F[58]	F[59]	F[60]	F[61]	F[62]	F[63]	F[64]	F[65]	F[66]	F[67]	F[68]	F[69]	F[70]	F[71]	F[72]	F[73]	F[74]	F[75]	F[76]	F[77]	F[78]	F[79]	F[80]	F[81]	F[82]	
2500	-4292.105663	302.200073	4.635017	0.053681	0.064963	0.321685	0.077212	0.007799	0.024523	0.001715	0.185332	0.000570	0.011908	0.003403	0.098718	0.001779	0.003334	0.088952	0.061901	0.111170	0.010426	0.004012	0.002152	0.007123	0.031360	0.014991	0.026212	0.024786	0.001947	0.014223	0.001068	0.005958	0.010512	0.044848	0.023885	0.001051	0.016702	0.001830	0.007362	0.015200	0.013569	0.027434	0.028759	0.011409	0.010196	0.020458	0.036749	0.008874	0.005287	0.010960	0.006776	0.002310	0.004607	0.035622	0.029956	0.011329	0.004009	0.010332	0.004079	0.015950	0.059822	0.000729	0.006362	0.003432	0.010322	0.012483	0.017551	0.006817	0.004309	0.004867	0.001757	0.000551	0.013655	0.004166	0.036219	0.022759	0.006162	0.000119	0.001810	0.013396	0.010663	0.015602	0.005423	0.015335	0.000834	0.003343	0.000103	0.002231	0.009394	0.002171	0.003213	0.006876	0.000430	0.006422	0.007906	0.018938	0.003763	0.012245	0.001583	0.040035	0.005426	0.003850	0.032613	
2600	-4284.499261	302.200073	4.635017	0.053681	0.064963	0.332871	0.082807	0.006108	0.021662	0.002942	0.174326	0.000904	0.012897	0.002920	0.089030	0.001464	0.003326	0.101280	0.061432	0.106030	0.010504	0.004042	0.002169	0.007177	0.031595	0.015103	0.026409	0.024972	0.001962	0.015836	0.001076	0.006003	0.010591	0.045185	0.020115	0.001059	0.016827	0.001844	0.007417	0.015313	0.013671	0.027640	0.028975	0.011495	0.010272	0.020612	0.037025	0.008940	0.005326	0.011042	0.001154	0.002327	0.004641	0.035889	0.030180	0.012033	0.004039	0.010409	0.004109	0.016069	0.060270	0.000735	0.006410	0.003458	0.010399	0.012576	0.017683	0.006868	0.004341	0.004904	0.001770	0.000555	0.013758	0.004197	0.036491	0.022929	0.006208	0.000120	0.001824	0.013496	0.010743	0.015719	0.005463	0.015450	0.000840	0.003368	0.000103	0.002248	0.009465	0.002188	0.003237	0.006928	0.000433	0.006470	0.007965	0.019080	0.003791	0.012337	0.001595	0.040336	0.005467	0.003879	0.032857	
2700	-4250.976984	295.955301	3.832374	0.096245	0.116475	0.342707	0.082466	0.005398	0.028365	0.002194	0.190986	0.001463	0.016957	0.007879	0.089071	0.001890	0.001193	0.088303	0.057339	0.083789	0.010381	0.003995	0.010063	0.007092	0.031223	0.014926	0.026098	0.024678	0.001939	0.015650	0.001063	0.005932	0.010466	0.044654	0.019878	0.001046	0.016630	0.001822	0.007330	0.015134	0.013510	0.027315	0.028634	0.011359	0.010151	0.020369	0.036590	0.008835	0.005264	0.010912	0.001140	0.002300	0.004587	0.035467	0.029826	0.011892	0.003992	0.010287	0.004061	0.015880	0.059562	0.000726	0.006334	0.009391	0.010277	0.012429	0.017475	0.005297	0.004290	0.004846	0.001749	0.000548	0.013596	0.004147	0.036062	0.022660	0.006135	0.000118	0.001802	0.013338	0.010617	0.015534	0.005399	0.015268	0.000830	0.003328	0.000102	0.002221	0.009354	0.002162	0.003199	0.006846	0.000428	0.006394	0.007871	0.018855	0.003747	0.012192	0.001576	0.039212	0.005402	0.003834	0.032471	
2800	-4253.359811	293.512025	4.439311	0.096245	0.116475	0.358796	0.069296	0.005983	0.028793	0.003395	0.193106	0.000208	0.025141	0.005161	0.080402	0.005587	0.002961	0.078212	0.055233	0.087726	0.010666	0.004104	0.010339	0.007287	0.016157	0.015336	0.026816	0.025357	0.001992	0.016080	0.001092	0.006095	0.010754	0.045881	0.020425	0.001075	0.017087	0.001872	0.007531	0.015550	0.013881	0.028066	0.029422	0.011672	0.010430	0.020929	0.037596	0.009078	0.005408	0.011212	0.001172	0.002363	0.004713	0.036442	0.030646	0.012219	0.004102	0.010569	0.004173	0.016317	0.061199	0.000746	0.006508	0.009649	0.010560	0.012770	0.017955	0.005443	0.004408	0.004979	0.001797	0.000563	0.013970	0.004261	0.037053	0.011714	0.006304	0.000121	0.001852	0.013704	0.010909	0.015961	0.005548	0.015688	0.000853	0.003420	0.000105	0.002282	0.009611	0.002221	0.003287	0.007035	0.000439	0.006570	0.008088	0.019374	0.003850	0.012527	0.001620	0.040290	0.005551	0.003939	0.033364	
2900	-4250.455418	293.693461	4.391233	0.096245	0.116475	0.357438	0.070027	0.010333	0.027226	0.003365	0.200218	0.000463	0.025069	0.004458	0.084107	0.005449	0.001711	0.067364	0.060466	0.082305	0.010632	0.004091	0.010306	0.007264	0.016105	0.015287	0.026730	0.025275	0.001986	0.016028	0.001089	0.006076	0.010720	0.045733	0.020359	0.001072	0.017032	0.001866	0.007507	0.015499	0.022022	0.027976	0.029327	0.011634	0.010397	0.020862	0.037474	0.009049	0.005391	0.011176	0.001168	0.002355	0.004698	0.036325	0.030547	0.012179	0.004088	0.010535	0.004159	0.016264	0.055525	0.000744	0.006487	0.009618	0.011042	0.012729	0.017898	0.005425	0.004394	0.004963	0.001791	0.000562	0.013925	0.004248	0.036934	0.011676	0.006284	0.000121	0.001846	0.013660	0.010874	0.015910	0.005530	0.015637	0.000850	0.003409	0.000105	0.002275	0.009580	0.002214	0.003277	0.007012	0.000438	0.006549	0.008062	0.019311	0.003837	0.012487	0.001614	0.040160	0.005533	0.003926	0.033256	
3000	-4221.440000	293.693461	4.391233	0.096245	0.116475	0.341987	0.047501	0.007621	0.025657	0.002060	0.228285	0.005239	0.018801	0.005389	0.079967	0.013893	0.005708	0.070283	0.063820	0.083787	0.010583	0.004072	0.010258	0.007230	0.016031	0.015216	0.026606	0.025158	0.001977	0.015954	0.001084	0.006048	0.010670	0.045522	0.020265	0.001067	0.016953	0.001857	0.007472	0.015428	0.042316	0.027846	0.029191	0.011580	0.010349	0.020765	0.027789	0.009007	0.005366	0.011124	0.001162	0.002344	0.004676	0.036157	0.030406	0.012123	0.004070	0.010487	0.004140	0.016189	0.055269	0.000740	0.006457	0.009574	0.010991	0.012670	0.017815	0.005400	0.004374	0.004940	0.006854	0.000559	0.013860	0.004228	0.036763	0.011622	0.006255	0.000121	0.001837	0.013597	0.010823	0.012355	0.005504	0.013945	0.000847	0.003393	0.000104	0.001473	0.004099	0.002204	0.003262	0.006979	0.000436	0.006519	0.008024	0.019222	0.003819	0.012429	0.001607	0.039974	0.005507	0.003908	0.033102	
3100	-4208.295723	288.139411	3.900704	0.121559	0.166391	0.334869	0.045068	0.007697	0.015289	0.000905	0.209570	0.007983	0.017301	0.004698	0.092649	0.010863	0.005125	0.084145	0.078107	0.085729	0.010880	0.004187	0.010546	0.007433	0.016481	0.015643	0.027353	0.025864	0.002032	0.016402	0.001114	0.006217	0.010970	0.046800	0.020834	0.001097	0.017429	0.001909	0.007682	0.015861	0.043504	0.028628	0.030011	0.011905	0.010639	0.021348	0.028569	0.009260	0.005517	0.011437	0.001195	0.002410	0.004807	0.015152	0.031259	0.012464	0.004184	0.010781	0.004256	0.016644	0.056820	0.000761	0.006639	0.009842	0.011300	0.013026	0.018315	0.005552	0.004431	0.005079	0.007046	0.000575	0.014250	0.004347	0.037795	0.011948	0.006430	0.000124	0.000811	0.013979	0.011127	0.012702	0.005659	0.014336	0.000870	0.003488	0.000107	0.001515	0.004214	0.002266	0.003353	0.007175	0.000448	0.006702	0.008250	0.014845	0.003927	0.012778	0.001652	0.041097	0.005662	0.004018	0.034032	
3200	-4195.770766	288.139411	3.900704	0.126011	0.161938	0.337704	0.047393	0.008526	0.011591	0.000657	0.213058	0.006949	0.016353	0.006657	0.087833	0.010324	0.004325	0.085740	0.079862	0.083028	0.011143	0.004288	0.010802	0.007614	0.016880	0.016023	0.028016	0.026492	0.002081	0.016800	0.001141	0.006368	0.011236	0.047935	0.021339	0.001123	0.017852	0.001956	0.007868	0.016246	0.044559	0.029322	0.007053	0.012194	0.010897	0.021866	0.029262	0.009485	0.005650	0.011714	0.001224	0.002469	0.004924	0.015520	0.032017	0.012766	0.004285	0.011043	0.004359	0.017047	0.058198	0.000780	0.006800	0.006353	0.011574	0.013342	0.018759	0.005686	0.004538	0.005202	0.007217	0.001266	0.014595	0.004452	0.038712	0.012238	0.006586	0.000127	0.000831	0.014318	0.011397	0.013010	0.008628	0.014684	0.000891	0.003573	0.000110	0.001551	0.004316	0.002321	0.003435	0.007349	0.000459	0.006864	0.008450	0.015205	0.004022	0.013088	0.001692	0.042094	0.005799	0.003770	0.034857	
3300	-4185.243709	288.139411	3.900704	0.126011	0.161938	0.356306	0.050852	0.010541	0.003696	0.002856	0.211861	0.002959	0.021359	0.005696	0.084257	0.006454	0.003692	0.085035	0.074147	0.080289	0.011170	0.004298	0.011264	0.007632	0.016920	0.016061	0.028083	0.026554	0.002086	0.016840	0.001144	0.002291	0.011262	0.048049	0.021390	0.001126	0.017894	0.001960	0.007887	0.016284	0.044665	0.029392	0.007070	0.012223	0.010923	0.021918	0.029331	0.009507	0.005664	0.011742	0.001227	0.002474	0.004935	0.015557	0.032094	0.012796	0.004295	0.012348	0.004370	0.017088	0.058337	0.000781	0.006816	0.006368	0.011601	0.013374	0.018804	0.005700	0.004549	0.005214	0.007234	0.001269	0.014630	0.004463	0.038804	0.012267	0.006602	0.000127	0.000833	0.014352	0.011424	0.013041	0.008649	0.014719	0.000894	0.003581	0.000110	0.001555	0.004327	0.002326	0.003443	0.007367	0.000460	0.006881	0.008470	0.015241	0.004031	0.013119	0.001696	0.042194	0.005813	0.003778	0.034940	
3400	-4180.514913	289.019883	3.698843	0.126011	0.161938	0.350586	0.064452	0.010151	0.002203	0.002924	0.210394	0.002840	0.028826	0.007530	0.074045	0.006482	0.004295	0.077613	0.075465	0.082193	0.011186	0.004305	0.011280	0.007643	0.016945	0.016084	0.049429	0.026593	0.002089	0.016865	0.001146	0.002294	0.011279	0.048119	0.021421	0.001128	0.018877	0.001963	0.007899	0.016308	0.044731	0.029435	0.007080	0.012241	0.010939	0.021950	0.029374	0.009521	0.005672	0.011759	0.001229	0.002478	0.004943	0.015579	0.009562	0.012815	0.003409	0.012366	0.004376	0.017113	0.058422	0.000783	0.006826	0.011344	0.011618	0.013393	0.018831	0.005708	0.004556	0.005222	0.007245	0.001271	0.014651	0.006936	0.038861	0.012285	0.006612	0.000127	0.000834	0.014373	0.011441	0.013061	0.008661	0.014740	0.000895	0.003586	0.000110	0.001557	0.004333	0.002330	0.003448	0.001860	0.000461	0.006891	0.008482	0.015264	0.004037	0.013138	0.001699	0.040083	0.005822	0.003784	0.034991	
